diff_zip,quality_score1,quality_score2,quality_score_diff,revenue1,revenue2,discount_ratio1,discount_ratio2,prime_session1,prime_session2,late_session1,late_session2,couple1,couple2,weekend1,weekend2,special_request2,num_hvc,client_rank_label,signup_to_book_interval,booking_interval,income_level,booking_hour_ahead1_On_Demand,booking_hour_ahead2_On_Demand,market_maturity_Mature_Market,market_maturity_Medium_Age_Market,market_maturity_New_Market
0,2.5,3.09,-0.59,99.0,99.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,7,69869,0,0,0,0,0
0,2.41,3.21,-0.8,99.0,119.0,0.0,0.14388499999999999,0,0,1,1,0,0,0,1,0,5,0,0,25,42565,1,1,0,0,0
1,2.41,4.28,-1.87,99.0,89.0,0.0,0.10101,0,0,0,0,0,0,0,1,0,5,0,0,180,42565,1,1,0,0,0
0,1.9,3.75,-1.85,79.0,139.0,0.20202,0.0,0,0,0,0,0,0,1,0,0,5,0,90,180,42565,1,0,0,0,0
0,3.13,4.96,-1.83,99.0,99.0,0.0,0.0,0,0,0,1,0,0,1,0,0,2,0,0,180,46517,0,1,0,0,0
1,3.73,1.94,1.79,139.0,139.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,180,66649,1,1,0,0,0
0,2.5,3.17,-0.67,99.0,99.0,0.0,0.0,1,1,0,0,0,0,1,0,0,1,0,19,18,66649,1,1,0,0,0
0,3.17,3.13,0.04,109.0,139.0,0.215827,0.0,1,0,0,1,0,0,0,0,0,7,0,82,42,83859,1,1,0,0,0
0,3.69,1.98,1.71,99.0,69.0,0.0,0.30303,0,0,0,0,0,0,1,1,0,7,0,48,1,83859,1,0,0,0,0
0,4.88,3.13,1.75,99.0,99.0,0.0,0.0,1,0,0,0,0,0,0,0,0,2,0,90,18,85817,1,1,0,0,0
0,3.73,3.13,0.6,99.0,124.0,0.0,0.10791400000000001,0,0,1,1,0,0,0,0,0,2,0,87,1,85817,1,1,0,0,0
1,4.92,3.13,1.79,99.0,69.0,0.0,0.30303,0,1,1,0,0,0,0,0,0,2,0,0,4,53376,1,1,0,0,0
0,3.09,3.13,-0.04,69.0,69.0,0.30303,0.30303,1,0,0,1,0,0,0,0,0,2,0,8,180,118555,1,1,0,0,0
0,3.69,3.09,0.6,99.0,99.0,0.0,0.0,0,1,1,0,0,0,0,1,0,2,1,0,29,118555,1,1,0,0,0
0,3.45,1.98,1.47,99.0,99.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,5,7,64956,0,0,0,0,0
1,1.98,3.09,-1.11,99.0,139.0,0.0,0.0,0,1,1,0,0,0,0,0,0,2,0,1,48,64956,0,1,0,0,0
0,3.77,3.77,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0,90,43,74594,0,0,0,0,0
0,3.13,4.92,-1.79,89.0,138.0,0.10101,0.30303,0,0,0,0,0,0,1,1,0,1,0,3,0,93865,0,0,0,0,0
0,4.36,4.05,0.31,139.0,278.0,0.0,0.0,0,1,1,0,0,1,0,1,0,1,0,90,3,89001,1,1,0,0,0
1,3.73,3.13,0.6,79.0,99.0,0.20202,0.0,0,0,1,1,0,0,0,0,0,3,0,90,162,109417,1,1,0,0,0
0,3.69,3.17,0.52,49.0,0.0,0.505051,1.0,1,0,0,0,0,0,0,0,0,3,0,90,70,109417,1,1,0,0,0
1,4.96,4.96,0.0,109.0,169.0,0.215827,0.0,0,0,1,1,0,0,0,0,0,3,0,3,62,109417,1,1,0,0,0
0,2.5,3.17,-0.67,169.0,169.0,0.0,0.0,0,1,0,0,0,0,0,1,0,3,0,0,23,109417,1,1,0,0,0
0,3.05,2.41,0.64,69.0,99.0,0.30303,0.0,1,1,0,0,0,0,0,0,0,3,0,0,0,109417,1,0,0,0,0
0,4.28,2.5,1.78,99.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,3,0,6,16,109417,1,1,0,0,0
0,1.94,4.28,-2.34,169.0,139.0,0.0,0.0,0,0,1,1,0,0,1,1,0,12,0,0,160,135603,0,0,0,0,0
1,2.83,3.77,-0.94,278.0,99.0,0.0,0.0,0,0,0,0,1,0,0,0,0,12,0,4,180,135603,0,1,0,0,0
0,3.43,3.71,-0.28,278.0,278.0,0.0,0.0,1,0,0,1,1,1,0,0,0,12,0,11,122,135603,1,1,0,0,0
0,4.96,4.96,0.0,99.0,99.0,0.0,0.0,1,1,0,0,0,0,1,1,0,1,0,0,6,48379,1,0,0,0,0
0,3.05,3.17,-0.12,99.0,178.0,0.0,0.10101,0,0,1,1,0,1,0,0,0,3,0,0,159,90523,1,0,0,0,0
0,4.92,3.05,1.87,139.0,139.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,5,17,90523,1,1,0,0,0
1,2.5,4.92,-2.42,119.0,139.0,0.14388499999999999,0.0,0,0,0,0,0,0,0,0,0,3,0,89,180,90523,0,0,0,0,0
0,2.58,4.36,-1.78,139.0,99.0,0.177515,0.0,0,0,0,0,0,0,0,0,0,8,0,0,14,69375,0,0,0,0,0
0,3.05,3.67,-0.62,139.0,278.0,0.0,0.0,0,0,1,1,0,1,0,0,0,8,0,90,21,69375,1,1,0,0,0
0,3.99,2.5,1.49,169.0,139.0,0.0,0.0,0,1,1,0,0,0,1,0,0,8,0,0,3,69375,1,1,0,0,0
0,3.81,3.09,0.72,49.0,94.0,0.505051,0.050505,0,0,0,0,0,0,1,1,0,8,0,90,139,69375,1,1,0,0,0
1,4.92,3.13,1.79,99.0,99.0,0.0,0.0,0,0,0,0,0,0,1,0,0,8,0,0,180,69375,0,1,0,0,0
1,3.13,4.92,-1.79,99.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,3,0,1,180,63607,1,0,0,0,0
0,4.34,3.17,1.17,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,4,0,90,4,110833,1,1,0,0,0
0,1.86,2.41,-0.55,139.0,124.0,0.177515,0.10791400000000001,0,0,1,1,0,0,0,0,0,4,0,90,56,110833,1,1,0,0,0
0,3.17,3.17,0.0,99.0,0.0,0.0,1.0,1,0,0,1,0,1,1,0,0,4,1,0,90,110833,1,1,0,0,0
0,3.05,3.69,-0.64,168.0,99.0,0.151515,0.0,0,0,1,1,1,0,1,0,0,4,0,50,9,110833,1,1,0,0,0
0,2.67,3.75,-1.08,148.0,198.0,0.252525,0.0,0,0,0,1,1,1,1,1,0,4,0,3,76,110833,1,1,0,0,0
0,3.17,3.17,0.0,169.0,99.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,1,0,64483,0,0,0,0,0
0,4.6,3.99,0.61,0.0,0.0,1.0,1.0,0,0,1,1,1,1,0,0,0,1,0,20,36,100976,0,0,0,0,0
0,4.92,3.17,1.75,139.0,99.0,0.0,0.0,0,0,0,1,0,0,1,0,0,9,0,0,50,85626,1,0,0,0,0
1,3.75,3.79,-0.04,69.0,273.0,0.30303,0.017986000000000002,1,0,0,0,0,1,0,1,0,9,0,0,180,85626,1,0,0,0,0
0,4.28,3.05,1.23,168.0,99.0,0.151515,0.0,0,0,1,1,0,0,0,0,0,9,0,2,50,85626,1,1,0,0,0
1,3.08,4.92,-1.84,198.0,99.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,0,2,75,114930,0,0,0,0,0
0,3.73,4.92,-1.19,278.0,99.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8,0,0,106,104305,0,0,0,0,0
0,3.73,4.54,-0.81,178.0,169.0,0.10101,0.0,0,0,0,0,1,0,0,1,0,8,0,90,173,104305,0,0,0,0,0
0,2.41,3.49,-1.08,99.0,198.0,0.0,0.0,0,0,1,1,0,1,1,0,0,8,0,90,35,104305,1,0,0,0,0
0,4.92,4.92,0.0,119.0,139.0,0.14388499999999999,0.0,1,1,0,0,0,0,0,1,0,8,0,90,10,104305,0,1,0,0,0
1,4.92,4.32,0.6,278.0,99.0,0.0,0.0,0,0,0,1,1,0,1,0,0,8,0,90,180,104305,1,1,0,0,0
0,3.69,4.05,-0.36,139.0,139.0,0.0,0.0,1,0,0,0,0,0,0,0,0,8,0,61,180,104305,1,1,0,0,0
0,2.54,2.83,-0.29,278.0,198.0,0.0,0.0,0,0,0,0,1,1,1,0,0,7,0,9,17,86957,0,0,0,0,0
0,4.96,2.5,2.46,69.0,69.0,0.30303,0.30303,0,0,0,0,0,0,1,0,0,7,0,1,65,86957,0,0,0,0,0
0,3.73,4.28,-0.55,94.0,99.0,0.050505,0.0,0,0,0,1,0,0,1,0,0,3,0,90,180,49559,1,1,0,0,0
0,3.13,4.36,-1.23,79.0,99.0,0.20202,0.0,1,0,0,1,0,0,1,0,0,13,0,90,180,84293,1,1,0,0,0
0,3.09,3.09,0.0,69.0,99.0,0.30303,0.0,0,0,0,1,0,0,1,0,0,13,0,90,9,84293,1,1,0,0,0
0,4.92,3.69,1.23,99.0,99.0,0.0,0.0,1,0,0,1,0,0,1,1,0,13,0,0,0,84293,0,0,0,0,0
1,4.6,4.96,-0.36,178.0,99.0,0.10101,0.0,0,0,1,0,1,0,1,0,0,13,0,0,74,84293,0,1,0,0,0
0,4.31,3.05,1.26,0.0,18.0,1.0,0.818182,0,0,1,1,0,0,1,0,0,13,0,13,60,84293,0,1,0,0,0
0,4.96,3.05,1.91,79.0,59.0,0.20202,0.5755399999999999,0,1,0,0,0,0,1,0,0,13,0,0,180,84293,0,1,0,0,0
1,4.64,3.73,0.91,278.0,99.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,12,180,37227,0,1,0,0,0
0,3.73,3.75,-0.02,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2,0,0,12,49954,1,1,0,0,0
1,2.5,3.13,-0.63,99.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,16,0,13,0,75759,1,1,0,0,0
0,3.13,3.13,0.0,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,16,0,22,0,75759,1,1,0,0,0
1,3.17,1.82,1.35,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,16,0,0,110,75759,0,1,0,0,0
0,3.39,4.92,-1.53,169.0,99.0,0.0,0.0,0,0,1,1,0,0,1,0,0,16,0,90,180,75759,1,1,0,0,0
1,2.22,4.96,-2.74,338.0,139.0,0.0,0.0,0,1,0,0,1,0,1,1,0,16,0,35,71,75759,0,1,0,0,0
0,3.73,1.9,1.83,99.0,99.0,0.0,0.0,1,1,0,0,0,0,0,0,0,16,0,4,0,75759,0,0,0,0,0
0,3.09,3.06,0.03,198.0,188.0,0.0,0.050505,0,0,0,1,1,1,1,0,0,11,0,90,58,129616,1,1,0,0,0
0,4.92,3.75,1.17,99.0,193.0,0.0,0.025253,1,1,0,0,0,1,0,1,0,11,0,90,180,129616,0,0,0,0,0
0,3.69,3.69,0.0,79.0,79.0,0.20202,0.20202,0,0,1,1,0,0,0,0,0,11,0,90,0,129616,1,1,0,0,0
0,4.96,3.69,1.27,109.0,198.0,0.215827,0.0,0,1,0,0,0,1,1,1,0,11,0,62,48,129616,1,1,0,0,0
0,4.18,4.32,-0.14,0.0,0.0,0.0,0.0,0,0,1,1,1,0,0,0,0,11,0,90,10,129616,1,0,0,0,0
0,3.09,4.96,-1.87,99.0,99.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,90,180,59773,0,0,0,0,0
0,3.73,2.54,1.19,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,1,0,4,0,90,1,72543,1,0,0,0,0
0,2.54,3.05,-0.51,139.0,139.0,0.0,0.0,0,0,1,1,0,0,1,1,0,4,0,0,35,72543,1,1,0,0,0
0,1.86,3.13,-1.27,69.0,99.0,0.30303,0.0,0,0,1,1,0,0,0,0,0,5,0,10,26,68901,0,1,0,0,0
1,4.92,4.03,0.89,89.0,278.0,0.359712,0.0,1,1,0,0,0,1,0,1,0,5,0,90,180,68901,1,1,0,0,0
0,3.09,4.92,-1.83,198.0,99.0,0.0,0.0,0,1,0,0,0,0,0,0,0,5,0,0,21,68901,1,1,0,0,0
0,4.92,4.92,0.0,99.0,99.0,0.0,0.0,1,1,0,0,0,0,1,1,0,5,0,1,43,68901,0,0,0,0,0
0,4.92,4.92,0.0,198.0,198.0,0.0,0.0,0,0,1,1,1,1,0,1,0,10,0,0,16,47987,1,0,0,0,0
0,4.28,4.96,-0.68,99.0,99.0,0.0,0.0,0,0,1,0,0,0,1,1,0,10,0,13,34,47987,0,1,0,0,0
0,1.9,4.88,-2.98,0.0,0.0,1.0,1.0,1,0,0,1,0,0,0,0,0,10,0,59,180,47987,1,1,0,0,0
1,2.81,3.41,-0.6,198.0,278.0,0.0,0.0,0,1,1,0,1,1,1,1,0,10,0,0,5,47987,1,1,0,0,0
0,4.92,3.69,1.23,79.0,139.0,0.20202,0.0,1,0,0,1,0,0,1,0,0,10,0,90,27,47987,1,1,0,0,0
0,4.96,1.9,3.06,99.0,139.0,0.0,0.0,1,0,0,0,0,0,0,1,0,10,0,0,39,47987,1,1,0,0,0
0,4.01,3.77,0.24,198.0,99.0,0.0,0.0,0,1,1,0,1,0,0,0,0,10,0,90,78,47987,1,1,0,0,0
0,4.92,4.94,-0.02,139.0,198.0,0.0,0.0,0,1,0,0,0,1,0,1,0,10,1,0,3,47987,1,1,0,0,0
0,3.17,4.56,-1.39,139.0,99.0,0.0,0.0,0,0,0,0,0,0,1,0,0,10,0,15,180,47987,1,1,0,0,0
0,4.32,3.73,0.59,99.0,169.0,0.0,0.0,1,0,0,0,0,0,0,0,0,10,0,51,180,47987,1,1,0,0,0
0,4.96,4.96,0.0,99.0,99.0,0.0,0.0,0,0,1,0,0,0,0,1,0,9,0,0,43,67329,0,0,0,0,0
0,3.05,4.88,-1.83,99.0,99.0,0.0,0.0,0,0,0,1,0,0,1,0,0,9,0,37,180,67329,1,1,0,0,0
0,4.92,3.17,1.75,99.0,99.0,0.0,0.0,0,0,1,1,0,0,1,1,0,9,0,0,0,67329,1,1,0,0,0
0,4.32,3.13,1.19,99.0,99.0,0.0,0.0,0,1,1,0,0,0,0,1,0,9,0,90,78,67329,1,1,0,0,0
1,3.69,4.92,-1.23,169.0,187.06,0.0,0.0,1,1,0,0,0,0,1,1,0,9,1,90,180,67329,1,1,0,0,0
1,4.92,3.09,1.83,99.0,99.0,0.0,0.0,0,0,1,0,0,0,0,1,0,24,0,0,180,92632,1,1,0,0,0
0,3.77,4.96,-1.19,139.0,0.0,0.0,1.0,1,1,0,0,0,0,1,1,0,24,0,90,169,92632,1,0,0,0,0
0,4.96,4.96,0.0,139.0,139.0,0.0,0.0,1,1,0,0,0,0,0,0,0,24,0,0,35,92632,1,0,0,0,0
0,3.73,4.28,-0.55,99.0,99.0,0.0,0.0,0,0,0,0,0,0,1,1,0,24,0,0,42,92632,1,1,0,0,0
0,4.96,4.32,0.64,99.0,99.0,0.0,0.0,0,0,1,1,0,0,1,0,0,24,0,90,94,92632,1,1,0,0,0
0,4.96,4.92,0.04,119.0,159.0,0.14388499999999999,0.059172,0,0,1,1,0,0,1,1,0,24,0,90,42,92632,1,1,0,0,0
1,4.34,4.95,-0.61,99.0,278.0,0.0,0.0,1,1,0,0,0,1,1,1,0,3,0,90,180,41392,1,1,0,0,0
0,4.96,4.96,0.0,99.0,99.0,0.0,0.0,0,1,0,0,0,0,0,1,0,10,0,8,9,58121,1,0,0,0,0
0,3.73,3.73,0.0,145.0,145.0,0.0,0.0,0,0,1,1,0,0,0,1,0,2,1,90,4,98625,1,1,0,0,0
0,1.9,1.55,0.35,69.0,99.0,0.30303,0.0,1,0,0,1,0,0,0,0,0,1,0,0,7,72073,0,1,0,0,0
1,2.81,3.3,-0.49,198.0,188.0,0.0,0.050505,0,1,1,0,1,1,1,0,0,1,0,2,179,51162,0,1,0,0,0
0,3.13,3.73,-0.6,198.0,99.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,0,0,42,62060,1,1,0,0,0
0,3.13,1.9,1.23,99.0,99.0,0.0,0.0,0,1,0,0,0,0,0,1,0,3,0,73,55,86585,1,1,0,0,0
0,3.17,3.17,0.0,139.0,99.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,35,84977,1,1,0,0,0
0,3.13,3.65,-0.52,178.0,69.0,0.10101,0.30303,0,0,1,1,0,0,1,0,0,2,0,90,180,94320,0,0,0,0,0
0,3.17,3.09,0.08,109.0,185.0,0.215827,0.0,0,1,0,0,0,0,0,0,0,2,0,0,180,94320,1,0,0,0,0
0,2.54,3.81,-1.27,278.0,338.0,0.0,0.0,0,1,1,0,1,1,0,1,0,6,0,0,45,128155,1,1,0,0,0
0,3.17,3.13,0.04,139.0,99.0,0.0,0.0,0,0,0,0,0,0,0,1,0,6,0,0,15,128155,1,1,0,0,0
0,3.13,3.17,-0.04,79.0,129.0,0.20202,0.07194199999999999,1,0,0,0,0,0,0,1,0,6,0,90,119,128155,0,0,0,0,0
0,3.01,3.01,0.0,99.0,99.0,0.0,0.0,0,0,0,0,0,0,1,1,0,6,0,0,0,128155,1,1,0,0,0
0,2.62,3.01,-0.39,99.0,99.0,0.0,0.0,1,0,0,0,0,0,0,0,0,6,0,3,3,128155,1,1,0,0,0
0,3.09,3.73,-0.64,169.0,119.0,0.0,0.295858,1,1,0,0,0,0,1,1,0,1,0,90,0,75224,0,0,0,0,0
0,2.46,3.13,-0.67,99.0,109.0,0.0,0.215827,0,0,1,1,0,0,1,0,0,1,0,1,180,54535,1,1,0,0,0
1,3.17,3.69,-0.52,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,5,0,0,90,86889,1,1,0,0,0
0,3.17,3.17,0.0,139.0,99.0,0.0,0.0,0,0,0,1,0,0,0,0,0,5,1,0,94,86889,0,1,0,0,0
0,2.54,2.54,0.0,198.0,168.0,0.0,0.151515,1,1,0,0,1,1,0,0,0,9,0,0,0,94528,1,1,0,0,0
0,2.54,2.56,-0.02,198.0,198.0,0.0,0.0,1,0,0,1,1,1,1,0,0,9,0,0,9,94528,1,0,0,0,0
1,3.13,2.5,0.63,109.0,139.0,0.215827,0.0,0,1,1,0,0,0,0,0,0,9,0,45,124,94528,0,1,0,0,0
1,2.56,4.09,-1.53,168.0,278.0,0.151515,0.0,0,0,1,1,1,1,0,0,0,9,0,5,127,94528,1,1,0,0,0
0,1.92,1.9,0.02,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,9,0,15,1,94528,0,0,0,0,0
0,1.94,0.0,1.94,99.0,99.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9,0,28,13,94528,1,1,0,0,0
0,3.09,3.09,0.0,238.0,139.0,0.14388499999999999,0.0,1,0,0,1,1,0,0,0,0,9,0,1,1,94528,1,1,0,0,0
1,3.09,3.77,-0.68,139.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,4,0,3,180,53634,1,0,0,0,0
0,3.13,3.09,0.04,99.0,99.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,0,5,0,102994,0,0,0,0,0
0,1.94,1.9,0.04,99.0,139.0,0.0,0.0,0,0,0,0,0,0,1,1,0,3,0,0,0,90063,1,1,0,0,0
0,2.02,2.02,0.0,109.0,99.0,0.215827,0.0,1,0,0,1,0,0,1,0,0,11,0,0,17,39102,1,1,0,0,0
0,1.9,3.09,-1.19,139.0,139.0,0.0,0.0,0,0,0,1,0,0,0,0,0,11,0,5,1,39102,1,1,0,0,0
0,2.39,2.62,-0.23,198.0,99.0,0.0,0.0,1,1,0,0,1,0,1,0,0,11,0,34,18,39102,1,1,0,0,0
0,1.9,2.62,-0.72,169.0,139.0,0.0,0.0,0,0,1,0,0,0,0,0,0,11,0,12,28,39102,1,1,0,0,0
0,1.9,3.13,-1.23,109.0,109.0,0.215827,0.215827,0,0,1,1,0,0,1,1,0,11,0,0,14,39102,1,1,0,0,0
0,1.94,3.17,-1.23,109.0,139.0,0.215827,0.0,0,0,1,1,0,0,1,1,0,11,0,0,14,39102,1,1,0,0,0
0,1.9,2.46,-0.56,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,1,0,11,0,25,8,39102,0,1,0,0,0
0,1.94,3.01,-1.07,99.0,139.0,0.0,0.177515,1,1,0,0,0,0,1,0,0,11,0,0,12,39102,1,1,0,0,0
1,3.77,3.69,0.08,69.0,49.0,0.30303,0.505051,0,0,1,1,0,0,1,0,0,11,0,90,100,39102,0,0,0,0,0
1,3.09,3.13,-0.04,139.0,99.0,0.0,0.0,0,0,0,0,0,0,0,0,0,11,0,0,180,39102,1,1,0,0,0
0,2.58,3.41,-0.83,79.0,69.0,0.20202,0.30303,0,0,1,1,0,0,1,1,0,2,0,90,180,87257,1,1,0,0,0
0,1.94,3.77,-1.83,139.0,129.0,0.0,0.07194199999999999,0,0,0,0,0,0,0,0,0,2,0,2,180,87257,0,1,0,0,0
0,2.62,1.82,0.8,99.0,99.0,0.0,0.0,0,1,0,0,0,0,1,0,0,2,0,1,5,87257,1,1,0,0,0
0,2.02,3.01,-0.99,139.0,29.0,0.177515,0.791367,1,0,0,1,0,0,0,0,0,4,0,0,112,63885,0,0,0,0,0
0,3.17,1.9,1.27,99.0,99.0,0.0,0.0,0,1,0,0,0,0,1,1,0,4,0,16,78,63885,0,0,0,0,0
1,1.94,2.71,-0.77,169.0,188.0,0.0,0.050505,0,0,1,1,0,1,0,0,0,4,0,90,81,63885,1,0,0,0,0
1,3.13,4.96,-1.83,139.0,169.0,0.0,0.0,0,1,1,0,0,0,0,1,0,4,0,0,180,63885,0,0,0,0,0
1,2.37,3.77,-1.4,99.0,69.0,0.0,0.30303,0,0,1,0,0,0,1,1,0,6,0,90,180,65767,1,1,0,0,0
0,3.09,3.17,-0.08,79.0,99.0,0.20202,0.0,1,1,0,0,0,0,0,0,0,6,0,90,90,65767,0,0,0,0,0
0,2.46,3.01,-0.55,99.0,99.0,0.0,0.0,0,0,1,1,0,0,0,0,0,6,0,11,9,65767,1,1,0,0,0
0,3.77,3.77,0.0,139.0,169.0,0.0,0.0,1,0,0,0,0,0,0,0,1,6,0,90,18,65767,1,0,0,0,0
0,1.9,1.21,0.69,99.0,139.0,0.0,0.0,0,1,1,0,0,0,0,0,0,6,0,0,6,65767,1,0,0,0,0
1,3.13,1.78,1.35,69.0,99.0,0.30303,0.0,0,0,1,0,0,0,0,1,0,2,0,90,180,56963,1,1,0,0,0
0,2.54,3.09,-0.55,139.0,139.0,0.0,0.0,0,0,0,1,0,0,0,0,0,2,0,11,1,56963,1,1,0,0,0
0,2.87,3.09,-0.22,109.0,99.0,0.215827,0.0,0,0,1,1,0,0,1,0,0,3,0,0,19,54387,1,1,0,0,0
0,2.26,1.94,0.32,198.0,198.0,0.0,0.0,0,1,1,0,1,1,0,1,0,1,0,0,92,44381,0,0,0,0,0
0,1.94,2.54,-0.6,99.0,79.0,0.0,0.20202,0,0,0,0,0,0,0,0,0,1,0,0,180,44381,1,1,0,0,0
1,2.54,3.65,-1.11,119.0,139.0,0.14388499999999999,0.0,1,0,0,1,0,0,0,0,0,2,0,90,15,63807,1,0,0,0,0
0,2.18,2.02,0.16,278.0,139.0,0.0,0.0,0,0,0,0,1,0,1,1,0,1,0,0,21,97802,1,1,0,0,0
0,3.17,3.73,-0.56,79.0,139.0,0.20202,0.0,1,0,0,0,0,0,0,1,0,1,0,0,180,97802,1,1,0,0,0
0,1.9,3.77,-1.87,109.0,145.0,0.215827,0.0,0,0,0,0,0,0,1,1,0,2,0,4,180,72871,0,0,0,0,0
0,3.13,2.77,0.36,79.0,99.0,0.20202,0.0,0,0,1,1,0,0,0,0,0,2,0,90,118,72871,0,1,0,0,0
1,2.46,2.46,0.0,99.0,99.0,0.0,0.0,0,0,0,1,0,0,1,1,0,4,0,0,77,71427,1,1,0,0,0
0,1.94,2.62,-0.68,69.0,69.0,0.30303,0.30303,0,0,1,1,0,0,1,1,0,4,0,6,20,71427,1,1,0,0,0
0,2.54,3.05,-0.51,109.0,89.0,0.215827,0.10101,0,0,1,1,0,0,0,0,0,4,0,90,7,71427,1,1,0,0,0
0,2.54,3.65,-1.11,79.0,69.0,0.20202,0.30303,0,1,1,0,0,0,0,1,0,1,0,90,3,75569,1,1,0,0,0
0,3.11,3.73,-0.62,69.0,99.0,0.5035970000000001,0.0,0,0,0,0,0,0,0,0,0,7,0,90,30,108504,1,1,0,0,0
1,2.58,3.17,-0.59,79.0,84.0,0.20202,0.151515,0,1,0,0,0,0,1,0,0,7,0,0,180,108504,0,0,0,0,0
0,2.46,3.73,-1.27,99.0,0.0,0.0,1.0,0,0,1,1,0,0,0,1,0,1,0,90,179,107654,1,1,0,0,0
0,3.09,3.09,0.0,139.0,139.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,107654,1,0,0,0,0
0,2.58,3.09,-0.51,69.0,79.0,0.30303,0.20202,0,0,1,1,0,0,1,0,0,7,0,2,16,127760,0,1,0,0,0
0,2.28,2.62,-0.34,169.0,338.0,0.0,0.0,0,0,0,0,0,1,0,1,0,7,0,0,47,127760,1,1,0,0,0
0,3.13,3.17,-0.04,139.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,7,0,7,7,127760,0,0,0,0,0
0,2.46,3.17,-0.71,139.0,139.0,0.0,0.0,0,1,0,0,0,0,1,0,0,7,0,0,2,127760,1,0,0,0,0
0,3.01,3.77,-0.76,69.0,79.0,0.30303,0.20202,0,0,1,1,0,0,1,1,0,7,0,0,162,127760,1,0,0,0,0
0,2.58,3.13,-0.55,139.0,99.0,0.0,0.0,0,1,0,0,0,0,1,0,0,7,0,0,36,127760,0,0,0,0,0
0,3.17,3.65,-0.48,139.0,139.0,0.0,0.0,1,1,0,0,0,0,1,1,0,7,0,90,76,127760,1,1,0,0,0
0,2.62,3.13,-0.51,69.0,69.0,0.30303,0.30303,0,0,1,1,0,0,0,1,0,7,0,0,59,127760,0,0,0,0,0
0,3.73,3.73,0.0,139.0,139.0,0.0,0.0,0,0,1,1,0,0,0,1,0,2,0,90,16,127010,1,1,0,0,0
0,2.52,3.13,-0.61,168.0,99.0,0.151515,0.0,1,1,0,0,1,0,1,1,0,2,0,1,20,127010,0,1,0,0,0
0,3.16,3.17,-0.01,148.0,139.0,0.252525,0.0,1,0,0,1,1,0,1,1,1,3,0,90,42,43890,0,1,0,0,1
0,2.41,3.17,-0.76,139.0,99.0,0.0,0.0,1,0,0,1,0,0,0,1,0,3,0,0,180,110802,1,1,0,0,0
0,2.5,3.13,-0.63,139.0,145.0,0.0,0.0,1,1,0,0,0,0,0,1,0,3,0,90,180,110802,1,1,0,0,0
0,2.5,1.9,0.6,139.0,139.0,0.0,0.0,0,0,0,0,0,0,1,1,0,7,0,1,0,122622,0,0,0,0,0
0,3.13,4.32,-1.19,99.0,99.0,0.0,0.0,0,1,1,0,0,0,0,1,0,7,1,0,3,122622,1,1,0,0,0
0,3.21,2.41,0.8,139.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,7,1,0,1,122622,0,0,0,0,0
0,3.13,3.73,-0.6,119.0,119.0,0.14388499999999999,0.14388499999999999,0,0,0,1,0,0,0,1,0,1,0,0,45,95841,1,1,0,0,0
1,3.17,4.07,-0.9,0.0,0.0,1.0,1.0,1,0,0,0,1,1,0,1,0,1,0,23,180,95841,0,0,0,0,0
0,4.32,4.32,0.0,139.0,139.0,0.0,0.0,1,0,0,0,0,0,0,1,0,6,1,0,1,72424,1,1,0,0,0
0,1.82,2.16,-0.34,139.0,139.0,0.0,0.0,0,0,1,1,0,0,0,0,0,6,0,5,1,72424,1,1,0,0,0
0,2.5,4.38,-1.88,198.0,278.0,0.0,0.0,1,0,0,0,1,1,1,0,0,6,0,90,180,72424,1,0,0,0,0
