diff_zip,prime_session1,prime_session2,late_session1,late_session2,couple1,couple2,weekend1,weekend2,special_request2,booking_hour_ahead1_On_Demand,booking_hour_ahead2_On_Demand,market_maturity_Mature_Market,market_maturity_Medium_Age_Market,market_maturity_New_Market,signup_to_book_interval,booking_interval,quality_score1,quality_score2,quality_score_diff,revenue1,revenue2,discount_ratio1,discount_ratio2,income_level,num_hvc
1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.811111111,0.333333333,0.984,0.634,0.67641129,0.142857143,0.166666667,0,0,0.157420209,0.011235955
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383333333,0.738,0.992,0.371975806,0.142857143,0.166666667,0,0,0.18800854,0.033707865
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.377777778,0.044444444,1,0.508,0.747983871,0.171717172,0.234006734,0.143885,0,0.20987548,0.640449438
0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.866666667,0.211111111,0.856,0.856,0.5,0.243867244,0.311447811,0,0,0.341004592,0
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.005555556,0.626,0.868,0.378024194,0.243867244,0.234006734,0,0,0.28813229,1
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0.022222222,0.138888889,0.984,0.762,0.611895161,0.0995671,0.166666667,0.30303,0,0.616784599,0.06741573
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.177777778,0.383333333,0.864,0.872,0.495967742,0,0,1,1,0.124384086,0.033707865
1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.044444444,1,0.492,0.746,0.371975806,0.0995671,0.158249158,0.30303,0.050505,0.284913897,0.382022472
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.133333333,0.183333333,0.738,0.516,0.611895161,0.200577201,0.234006734,0,0,0.425766181,0.02247191
0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0.626,0.992,0.315524194,0.142857143,0.166666667,0,0,0.184781081,0
0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0.044444444,0.642,0.642,0.5,0.142857143,0.166666667,0,0,0.352568142,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.746,0.5,0.623991935,0.215007215,0.284511785,0.118343,0,0.283395359,0
1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.588888889,1,0.642,0.618,0.512096774,0.142857143,0.166666667,0,0,0.417162647,0.101123596
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0.93,0.738,0.596774194,0,0,1,1,0.527376738,0.02247191
1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.4,0.992,0.708,0.643145161,0.142857143,0.333333333,0,0,0.564066417,0.247191011
1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.1,1,0.618,0.706,0.455645161,0,0,0,0,0.148707883,0.02247191
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.027777778,0.746,0.976,0.384072581,0.266955267,0.311447811,0,0,0.16897016,0.06741573
0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.626,0.626,0.5,0.142857143,0.324915825,0,0,0.333108197,0.011235955
0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0.072222222,0.634,0.664,0.484879032,0.314574315,0.535353535,0,0,0.865947137,0
0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.394444444,0.992,0.686,0.654233871,0.200577201,0.468013468,0,0,0.355750271,0.078651685
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.044444444,0.746,0.626,0.560483871,0.200577201,0.166666667,0,0,0.971891191,0.078651685
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.083333333,1,0.754,0.623991935,0.209235209,0.244107744,0,0,0.367354617,0.011235955
0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0.722222222,0.266666667,0.61,0.648,0.480846774,0.401154401,0.468013468,0.177515,0,0.455801493,0
1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0.011111111,1,0.992,0.626,0.684475806,0.243867244,0.333333333,0,0.048077,0.144378918,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0.105555556,0.626,0.626,0.5,0.142857143,0.132996633,0,0.20202,0.372123278,0.056179775
1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0.038888889,0.872,0.364,0.756048387,0.157287157,0.234006734,0.215827,0,0.284913897,0.382022472
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.055555556,0.427777778,0.992,0.7,0.647177419,0.0995671,0.244107744,0.30303,0,0.386606046,0.011235955
0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0.066666667,0.161111111,0.84,0.84,0.5,0.157287157,0.183501684,0,0,0.463498438,0.168539326
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.188888889,0.984,0.746,0.619959677,0.229437229,0.267676768,0,0,0.527376738,0.02247191
0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0.088888889,0.492,0.748,0.370967742,0.487734488,0.468013468,0,0,0.11614772,0.02247191
0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0.227777778,0.626,0.992,0.315524194,0.209235209,0.244107744,0,0,0.206194726,0.112359551
0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.083333333,0.992,0.404,0.796370968,0.142857143,0.284511785,0,0,0.564066417,0.247191011
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0.984,0.81,0.587701613,0.142857143,0.505050505,0.28777,0,0.2864415,0.06741573
1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0.744444444,1,0.492,0.618,0.436491935,0.106782107,0.174175084,0.252525,0.224786,0.185628743,0.02247191
0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.322222222,0.786,0.704,0.541330645,0.242424242,0.333333333,0.151515,0,0.296749423,0.134831461
0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0.061111111,0.856,0.788,0.534274194,0.548340548,0.63973064,0,0,0.1324482,0.269662921
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038888889,0.984,0.98,0.502016129,0.142857143,0.166666667,0,0,0.491203815,0.157303371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.634,0.746,0.443548387,0.157287157,0.048821549,0.215827,0.733945,0.456499567,0.157303371
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0.984,0.984,0.5,0.142857143,0.166666667,0,0,0.452147937,0.02247191
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.322222222,1,0.618,0.984,0.315524194,0.33024531,0.226952862,0,0,0.406496621,0.06741573
0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0.433333333,0.508,0.748,0.379032258,0,0,0,0,0.395463426,0.134831461
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.861111111,1,1,0.5,0.157287157,0.116161616,0.215827,0.30303,0.289297257,0.078651685
1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0.555555556,1,0.992,0.872,0.560483871,0.200577201,0.244107744,0,0,0.36743621,0.033707865
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.011111111,0.61,0.73,0.439516129,0.194531025,0.226952862,0,0,0.453408097,0.078651685
0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0.74,0.702,0.519153226,0.278499278,0.47979798,0,0,0.233791312,0.02247191
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.533333333,0.188888889,0.634,0.984,0.32358871,0.200577201,0,0,1,0.356765651,0.337078652
1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0.655555556,0.618,0.348,0.63608871,0.056277056,0.166666667,0.606061,0,0.459269198,0.112359551
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.011111111,0.605555556,0.856,1,0.427419355,0.200577201,0.132996633,0,0.431655,0.100917015,0.224719101
0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0.011111111,0.45,0.634,0.634,0.5,0.142857143,0.166666667,0,0,0.305760923,0.011235955
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.022222222,1,0.602,0.814,0.393145161,0.0995671,0.35016835,0.30303,0,0.28813229,1
0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0.122222222,0.88,0.88,0.5,0.128427128,0.2003367,0.359712,0.143885,0.323344228,0.033707865
0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0.366666667,0.746,0.626,0.560483871,0.142857143,0.316498316,0,0.050505,0.181843731,0.101123596
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.377777778,0.992,0.492,0.752016129,0.0995671,0.234006734,0.30303,0,0.258287362,0.191011236
0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.277777778,0.558,0.748,0.404233871,0.142857143,0.468013468,0,0,0.289297257,0.078651685
0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0.094444444,0.626,0.63,0.497983871,0.357864358,0.569023569,0.107914,0,0.289297257,0.078651685
0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.61,0.984,0.311491935,0.142857143,0.166666667,0,0,0.545703445,0.056179775
0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0.422222222,0.277777778,0.634,0.634,0.5,0.0995671,0.166666667,0.30303,0,0.327922505,0.08988764
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.077777778,0.155555556,0.992,0.992,0.5,0.142857143,0.116161616,0,0.30303,0.310429859,0.179775281
0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.333333333,0.466666667,0.698,0.746,0.475806452,0.193362193,0.217171717,0.035971,0.071942,0.419710163,0.011235955
1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0.461111111,0.626,0.746,0.439516129,0.3001443,0.244107744,0,0,0.424574016,0.011235955
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.622222222,0.038888889,0.984,0.686,0.650201613,0.243867244,0.234006734,0,0,0.1324482,0.269662921
1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0.61,0.626,0.491935484,0.142857143,0.132996633,0,0.20202,0.576214717,0.123595506
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0.155555556,0.634,0.634,0.5,0.142857143,0.166666667,0,0,0.300566165,0.224719101
0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0.333333333,1,0.618,0.692540323,0.113997114,0.14983165,0.20202,0.10101,0.118314469,0.04494382
0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.022222222,0.216666667,0.746,0.746,0.5,0.142857143,0.166666667,0,0,0.217839869,0.213483146
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.233333333,0.992,0.872,0.560483871,0.209235209,0.244107744,0,0,0.469889895,0.02247191
0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0.383333333,0.618,0.618,0.5,0.200577201,0.208754209,0,0.107914,0.28813229,1
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.966666667,0.984,0.864,0.560483871,0,0.234006734,1,0,0.585371271,0.617977528
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.033333333,0.194444444,0.634,0.634,0.5,0.0995671,0.166666667,0.30303,0,0.135630329,0.02247191
1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.522222222,0.827777778,0.984,0.694,0.646169355,0.142857143,0.166666667,0,0,0.585371271,0.617977528
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0.077777778,0.984,0.984,0.5,0.157287157,0.284511785,0.215827,0,0.432148572,0.08988764
0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0.166666667,0.027777778,0.512,0.806,0.351814516,0.135642136,0.166666667,0.050505,0,0.247113646,0.011235955
0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0.233333333,0.344444444,0.396,0.792,0.300403226,0.157287157,0.234006734,0.215827,0,0.347713355,0
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.235209235,0.166666667,0.15544,0,0.430462315,0.011235955
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.016666667,0.992,0.746,0.623991935,0.165945166,0.244107744,0.206897,0,0.420199722,0.101123596
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9,0.626,0.738,0.443548387,0.142857143,0.267676768,0,0,0.329123736,0.191011236
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.011111111,0.055555556,0.746,0.738,0.504032258,0.142857143,0.166666667,0,0,0.171612868,0.134831461
0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0.992,0.992,0.5,0.285714286,0.234006734,0,0,0.189672132,0.033707865
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.305555556,0.678,0.746,0.465725806,0.142857143,0.141414141,0,0.151515,0.187750162,0.179775281
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.066666667,0.366666667,0.626,0.602,0.512096774,0.186147186,0.301346801,0,0,0.43106973,0
0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0.455555556,0.806,0.708,0.549395161,0.256854257,0.244107744,0.144231,0,0.170660949,0.179775281
0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0.35,0.984,0.984,0.5,0.149292929,0.174175084,0.224786,0.224786,0.245304999,0.033707865
0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0.072222222,0.634,0.864,0.384072581,0.229437229,0.267676768,0,0,0.441622433,0.191011236
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0.618,0.618,0.5,0.200577201,0.183501684,0,0.215827,0.21767215,0.011235955
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.95,0.634,0.754,0.439516129,0.157287157,0.417508418,0.215827,0.107914,0.327704923,0
0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0.033333333,0.924,0.924,0.5,0.285714286,0.166666667,0,0,0.638012393,0.02247191
0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0.011111111,0.616666667,0.508,0.634,0.436491935,0.200577201,0.166666667,0,0,0.339535917,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.016666667,0.618,0.984,0.315524194,0.142857143,0.234006734,0,0,0.270322338,0.078651685
1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0.538888889,0.984,0.626,0.680443548,0.285714286,0.166666667,0,0,0.187750162,0.179775281
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.992,0.814,0.589717742,0.165945166,0.311447811,0.206897,0,0.583172791,0.06741573
0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.033333333,0.044444444,0.856,0.802,0.527217742,0.33024531,0.262138047,0,0.161542,0.271496371,0.112359551
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.433333333,0.044444444,0.976,0.976,0.5,0.171717172,0.217171717,0.143885,0.071942,0.460470429,0.06741573
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.038888889,0.634,0.864,0.384072581,0.142857143,0.234006734,0,0,0.201779635,0.011235955
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.422222222,0.746,0.746,0.5,0.142857143,0.166666667,0,0,0.745570177,0.056179775
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.755555556,0.992,0.828,0.58266129,0.0995671,0.35016835,0.30303,0,0.325075814,0.213483146
0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.577777778,0.477777778,0.856,0.984,0.435483871,0.343809524,0.226952862,0.111832,0,0.479526942,0.134831461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038888889,0.738,0.634,0.552419355,0.142857143,0.166666667,0,0,0.395463426,0.134831461
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.166666667,0.033333333,0.5,0.5,0.5,0.113997114,0.166666667,0.20202,0,0.632028902,0.04494382
0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0.166666667,0.077777778,0.602,0.388,0.607862903,0.193362193,0.284511785,0.035971,0,0.321159347,0.02247191
0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.005555556,0.864,0.864,0.5,0.142857143,0.234006734,0,0,0.211652395,0
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.288888889,0.738,0.984,0.376008065,0.200577201,0.234006734,0,0,0.541800577,0.011235955
1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.272222222,0.754,0.848,0.452620968,0.142857143,0.166666667,0,0,0.204399679,0.033707865
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.377777778,0.746,0.856,0.444556452,0.194531025,0.121397306,0,0.454167,0.147189346,0.011235955
1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.461111111,0.618,0.626,0.495967742,0.157287157,0.234006734,0.215827,0,0.321376928,0.08988764
0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0.538888889,0.754,0.952,0.400201613,0.278499278,0.282828283,0,0.151515,0.470742089,0.179775281
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.033333333,0.754,0.754,0.5,0.142857143,0.166666667,0,0,0.358143667,0.02247191
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0.508,0.404,0.552419355,0.200577201,0.284511785,0,0,0.432012583,0
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.222222222,0.634,0.73,0.451612903,0.142857143,0.166666667,0,0,0.388931448,0.08988764
0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.244444444,0.864,0.944,0.459677419,0.0995671,0,0.30303,0,0.490863844,0.02247191
0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0.111111111,0.626,0.81,0.407258065,0.142857143,0.282828283,0,0.151515,0.32825341,0
0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.055555556,0.55,0.618,0.626,0.495967742,0.243867244,0.234006734,0,0.177515,0.535604038,0.033707865
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.746,0.746,0.5,0.142857143,0.166666667,0,0,0.196525949,0.101123596
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.15,0.626,0.738,0.443548387,0.128427128,0.183501684,0.183486,0,0.698681366,0.02247191
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.055555556,0.138888889,0.976,0.976,0.5,0.113997114,0,0.20202,1,0.305715594,0.078651685
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.233333333,0.261111111,0.798,0.746,0.526209677,0,0,1,1,0.154986016,0.123595506
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.438888889,0.738,0.746,0.495967742,0,0.166666667,1,0,0.463498438,0.168539326
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.216666667,0.746,0.634,0.556451613,0.0995671,0.116161616,0.30303,0.30303,0.298843645,0.033707865
0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.211111111,0.602,0.404,0.599798387,0.200577201,0.166666667,0,0,0.216597841,0.011235955
0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0.688888889,0.558,0.738,0.409274194,0.157287157,0.234006734,0.215827,0,0.295502863,0
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0.333333333,0.634,0.806,0.413306452,0.142857143,0.333333333,0,0,0.392798053,0.04494382
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.077777778,0.494444444,0.872,0.856,0.508064516,0.200577201,0.234006734,0,0,0.27699937,0.033707865
0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0.288888889,0.072222222,0.754,0.984,0.384072581,0.142857143,0.166666667,0,0,0.266183757,0.123595506
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.133333333,0.077777778,0.872,0.746,0.563508065,0.157287157,0.166666667,0.215827,0,0.207160244,0.033707865
0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0.011111111,0.072222222,0.758,0.872,0.442540323,0.285714286,0.324915825,0,0,0.195129801,0.011235955
0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0.266666667,0.992,0.738,0.628024194,0.285714286,0.333333333,0,0,0.338457075,0.539325843
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894444444,0.546,0.626,0.459677419,0.149292929,0.226952862,0.224786,0,0.311622025,0.078651685
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.838888889,0.492,0.738,0.376008065,0.142857143,0.234006734,0,0,0.17370709,0.011235955
0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0.127777778,0.738,0.5,0.619959677,0.142857143,0.234006734,0,0,0.187750162,0
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0.127777778,0.46,0.738,0.359879032,0.243867244,0.234006734,0,0,0.750343371,0
0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.15,0.626,0.626,0.5,0.0995671,0.141414141,0.30303,0.151515,0.118409661,0.02247191
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.383333333,0.976,0.992,0.491935484,0.0995671,0.166666667,0.30303,0,0.641629685,0.112359551
0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.033333333,0,0.678,0.428,0.626008065,0.372294372,0.434343434,0,0,0.326317841,0.078651685
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.011111111,0.061111111,0.614,0.626,0.493951613,0.389047619,0.166666667,0,0,0.434940868,0.134831461
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.077777778,1,0.614,0.746,0.433467742,0.0995671,0.166666667,0.30303,0,0.310670106,0.393258427
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.083333333,0.634,0.746,0.443548387,0.200577201,0.234006734,0,0,0.46731518,0.033707865
0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0.755555556,0.266666667,0.626,0.626,0.5,0.401154401,0.324915825,0,0.025253,0.241674108,0.269662921
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227777778,0.626,0.626,0.5,0.200577201,0.234006734,0,0,0.382535459,0.056179775
1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.166666667,0.634,0.856,0.388104839,0.142857143,0.183501684,0,0.215827,0.243958714,0.033707865
0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0.794,0.81,0.491935484,0.242424242,0,0.151515,1,0.21744097,0.02247191
0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.588888889,0.742,0.738,0.502016129,0.242424242,0.234006734,0.151515,0,0.257045334,0.134831461
0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0.438888889,0.516,0.984,0.264112903,0.142857143,0.166666667,0,0,0.29353103,0.011235955
0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.688888889,0,0.992,0.618,0.688508065,0.142857143,0.166666667,0,0,0.408568178,0.269662921
1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0.033333333,0.427777778,0.538,0.976,0.279233871,0,0.133703704,0,0.400242,0.20987548,0.640449438
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.15,0.754,0.738,0.508064516,0.157287157,0.183501684,0,0,0.497871781,0.168539326
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.05,0.984,0.746,0.619959677,0.26992785,0.314915825,0,0,0.311622025,0.078651685
1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0.033333333,0.754,0.864,0.444556452,0.142857143,0.166666667,0,0,0.415780098,0.04494382
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.616666667,0.634,0.806,0.413306452,0.285714286,0.333333333,0,0,0.2864415,0.06741573
0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.055555556,0.183333333,0.742,0.642,0.550403226,0.113997114,0.166666667,0.20202,0,0.47072849,0
0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0.94,0.992,0.473790323,0.271284271,0.35016835,0.050505,0,0.203973582,0.213483146
0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0.122222222,0.644444444,0.738,0.618,0.560483871,0.142857143,0.234006734,0,0,0.278264062,0.011235955
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.63,0.864,0.382056452,0.242424242,0.166666667,0.151515,0,0.296749423,0.134831461
0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0.733333333,0.864,0.864,0.5,0.142857143,0.166666667,0,0,0.408568178,0.269662921
0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0.55,0.626,0.626,0.5,0.393939394,0.45959596,0,0,0.116560218,0
0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.188888889,0.602,0.992,0.303427419,0.200577201,0.166666667,0,0,0.203973582,0.213483146
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.746,0.872,0.436491935,0.157287157,0.234006734,0.215827,0,0.203973582,0.213483146
0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.061111111,0.618,0.984,0.315524194,0.200577201,0.234006734,0,0,0.300566165,0.224719101
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.255555556,0.033333333,0.738,0.84,0.44858871,0,0,1,1,0.257045334,0.134831461
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.066666667,0.361111111,0.984,0.754,0.615927419,0.18037518,0.324915825,0.137931,0,0.519593667,0.011235955
0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0.266666667,0.508,0.634,0.436491935,0.142857143,0.183501684,0,0,0.223732701,0.011235955
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.383333333,0.372,0.984,0.191532258,0.113997114,0.217171717,0.20202,0.071942,0.639907165,0.91011236
1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0.583333333,0.976,0.802,0.587701613,0.242424242,0.166666667,0.151515,0,0.339898553,0.033707865
0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0.127777778,0.754,0.634,0.560483871,0.135642136,0.468013468,0.050505,0,0.170660949,0.179775281
1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.822222222,0.742,0.738,0.502016129,0.121212121,0.166666667,0.151515,0,0.432017116,0.280898876
0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0.1,0.574,0.664,0.454637097,0.401154401,0.468013468,0,0,0.329123736,0.191011236
0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0.984,0.746,0.619959677,0.200577201,0.065656566,0,0.606061,0.283114316,0.02247191
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.746,0.984,0.380040323,0.0995671,0.166666667,0.30303,0,0.225042723,0.033707865
0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.52,0.492,0.514112903,0.256854257,0.166666667,0.144231,0,0.201947354,0.04494382
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.564,0.746,0.408266129,0.401154401,0.166666667,0,0,0.381053185,0.348314607
0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.3,0.754,0.932,0.410282258,0.200577201,0.234006734,0,0,0.331798175,0.06741573
0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.605555556,0.984,0.984,0.5,0.142857143,0.234006734,0,0,0.197582126,0.056179775
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.644444444,0.416666667,0.516,0.508,0.504032258,0.027417027,0.015151515,0.863309,0.909091,0.204177565,0.02247191
