user_id,interval_between_bookings,not_book_interval,rank
288199,NULL,349,C
288209,150,150,A
288222,NULL,361,C
288250,47,47,B
288258,271,271,B
288259,6,6,B
288268,NULL,360,C
288269,72,72,B
288274,2,2,B
288302,NULL,170,B
288350,241,241,C
288363,1,1,B
288367,62,62,B
288381,68,68,C
288390,NULL,359,C
288395,49,49,B
288397,NULL,203,C
288402,14,14,C
288407,NULL,348,C
288420,NULL,190,C
288458,NULL,70,C
288464,NULL,325,C
288475,0,0,B
288480,63,63,B
288490,NULL,317,C
288492,NULL,361,C
288516,129,129,A
288547,195,195,C
288575,29,29,AA
288605,NULL,360,C
288608,NULL,259,C
288610,20,20,B
288658,32,32,B
288674,128,128,B
288675,49,49,C
288692,2,2,B
288698,209,209,C
288707,48,48,B
288715,27,27,C
288729,105,105,B
288743,5,5,A
288748,NULL,160,C
288754,NULL,353,C
288773,NULL,294,C
288784,NULL,273,C
288793,NULL,269,C
288801,8,8,B
288806,NULL,40,C
288832,75,75,B
288842,NULL,362,C
288854,NULL,46,C
288866,NULL,263,C
288875,NULL,356,C
288882,0,0,B
288895,NULL,150,C
288910,12,12,A
288940,11,11,A
288974,NULL,276,C
288986,2,2,C
288990,86,86,B
288995,164,164,C
289006,NULL,18,B
289015,7,7,C
289016,NULL,94,C
289052,8,8,B
289084,28,28,B
289086,NULL,153,C
289093,8,8,B
289099,12,12,A
289117,NULL,219,C
289120,130,130,C
289125,NULL,221,C
289147,NULL,172,C
289150,1,1,AA
289162,NULL,285,C
289177,141,141,B
289182,NULL,116,C
289191,167,167,B
289210,238,238,C
289221,NULL,358,C
289240,NULL,361,C
289241,12,12,C
289246,154,154,C
289251,43,43,B
289261,NULL,352,C
289262,NULL,119,C
289273,154,154,C
289281,13,13,B
289282,NULL,349,C
289321,NULL,247,C
289341,NULL,345,C
289364,7,7,A
289394,1,1,B
289400,NULL,296,C
289401,NULL,353,C
289415,180,180,C
289455,39,39,B
289466,NULL,311,C
289480,23,23,B
289490,35,35,B
289509,NULL,303,C
289544,NULL,347,C
289568,57,57,B
289576,NULL,353,C
289580,NULL,358,C
289593,36,36,B
289617,NULL,135,C
289640,NULL,60,C
289655,13,13,B
289669,13,13,B
289685,NULL,42,C
289707,41,41,B
289708,NULL,335,C
289710,36,36,B
289712,NULL,344,C
289725,NULL,328,C
289762,NULL,355,C
289765,NULL,360,C
289796,48,48,B
289801,67,67,B
289814,29,29,B
289834,29,29,C
289838,NULL,181,C
289871,NULL,356,C
289881,NULL,134,C
289917,NULL,53,C
289920,13,13,B
289936,4,4,B
289964,103,103,C
289992,11,11,B
290011,NULL,122,C
290020,28,28,AA
290047,5,5,C
290050,NULL,185,C
290065,31,31,A
290068,NULL,346,C
290069,1,1,A
290072,NULL,237,C
290087,NULL,317,C
290097,168,168,C
290101,49,49,B
290105,14,14,B
290114,0,0,B
290116,50,50,B
290125,8,8,B
290134,0,0,B
290136,280,280,B
290139,NULL,356,C
290152,26,26,B
290191,NULL,310,C
290207,35,35,C
290218,15,15,B
290223,34,34,C
290258,NULL,308,C
290277,NULL,7,C
290286,52,52,C
290293,97,97,B
290299,NULL,213,C
290328,NULL,305,C
290370,NULL,330,C
290395,NULL,140,C
290401,NULL,290,C
290415,NULL,150,C
290418,NULL,152,C
290429,3,3,B
290444,51,51,B
290476,68,68,B
290493,7,7,A
290521,95,95,C
290540,40,40,B
290546,0,0,C
290572,NULL,23,C
290575,15,15,A
290588,27,27,B
290612,NULL,324,C
290647,NULL,92,C
290649,3,3,B
290662,167,167,C
290667,121,121,C
290673,114,114,C
290681,13,13,A
290687,NULL,313,C
290693,NULL,358,C
290711,140,140,C
290721,35,35,B
290748,NULL,214,C
290770,40,40,B
290775,128,128,B
290787,NULL,222,C
290790,63,63,B
290803,NULL,123,C
290809,33,33,B
290819,NULL,24,C
290844,129,129,B
290846,2,2,A
290849,NULL,349,C
290854,NULL,1,C
290883,NULL,343,C
290887,NULL,86,B
290913,NULL,329,C
290947,14,14,AA
290950,NULL,352,C
290957,NULL,45,B
290974,NULL,185,C
290980,100,100,C
290992,49,49,B
291007,NULL,296,C
291008,27,27,B
291065,0,0,C
291074,NULL,85,C
291105,18,18,AA
291116,91,91,C
291126,21,21,B
291133,NULL,144,B
291181,10,10,B
291189,NULL,340,C
291194,NULL,30,C
291198,NULL,359,C
291212,7,7,B
291260,66,66,B
291320,32,32,C
291327,NULL,350,C
291347,NULL,341,C
291359,99,99,B
291412,12,12,B
291426,12,12,B
291474,24,24,B
291578,NULL,179,C
291635,0,0,B
291649,NULL,239,C
291695,7,7,B
291771,NULL,311,C
291777,0,0,B
291794,NULL,347,C
291816,NULL,288,C
291966,25,25,B
291995,99,99,B
291998,NULL,164,C
292008,NULL,81,B
292063,NULL,1,C
292065,NULL,126,B
292092,NULL,183,C
292110,64,64,B
292114,NULL,237,C
292122,110,110,C
292156,99,99,B
292163,NULL,220,C
292167,NULL,288,C
292184,0,0,B
292196,51,51,B
292224,19,19,C
292230,88,88,B
292234,NULL,30,C
292252,245,245,B
292263,22,22,B
292266,167,167,B
292280,42,42,B
292283,20,20,B
292296,121,121,C
292298,NULL,63,C
292304,NULL,350,C
292308,NULL,348,C
292309,58,58,B
292310,NULL,304,C
292370,178,178,C
292378,20,20,C
292405,NULL,352,C
292407,14,14,B
292443,24,24,A
292459,15,15,A
292460,20,20,B
292508,NULL,25,C
292516,50,50,C
292519,215,215,C
292552,NULL,268,C
292560,NULL,317,C
292584,33,33,B
292588,NULL,229,C
292594,NULL,325,C
292615,19,19,A
292624,76,76,B
292657,7,7,B
292663,NULL,355,C
292669,95,95,B
292679,35,35,B
292711,1,1,A
292730,NULL,205,C
292731,90,90,C
292739,16,16,B
292764,NULL,274,C
292768,58,58,AA
292774,134,134,B
292776,5,5,AA
292794,42,42,B
292797,56,56,B
292802,22,22,AA
292803,117,117,C
292843,134,134,B
292859,NULL,211,C
292893,NULL,85,C
292896,0,0,B
292902,13,13,B
292906,48,48,B
292913,23,23,B
292915,NULL,287,C
292918,45,45,AA
292926,NULL,275,C
292933,60,60,B
292947,0,0,C
292959,NULL,303,C
292985,14,14,A
292992,NULL,104,C
292995,9,9,B
293029,152,152,B
293031,2,2,B
293063,NULL,23,C
293075,98,98,C
293083,2,2,B
293091,NULL,293,C
293098,176,176,B
293114,8,8,AA
293116,15,15,B
293118,NULL,228,C
293132,1,1,C
293133,NULL,113,C
293144,110,110,B
293150,62,62,B
293165,6,6,C
293168,29,29,C
293177,11,11,B
293187,NULL,138,C
293189,NULL,120,C
293205,113,113,C
293229,13,13,B
293242,NULL,224,C
293286,NULL,71,C
293297,NULL,110,C
293309,73,73,C
293313,NULL,164,C
293353,NULL,55,C
293365,25,25,B
293368,NULL,316,C
293390,NULL,232,C
293409,NULL,315,C
293410,16,16,B
293411,22,22,B
293412,10,10,C
293414,NULL,331,C
293431,NULL,261,C
293512,100,100,B
293581,NULL,336,C
293603,37,37,B
293646,NULL,159,B
293649,NULL,29,C
293653,48,48,B
293734,NULL,65,B
293819,8,8,B
293863,163,163,C
293893,NULL,313,C
293909,NULL,323,C
293920,NULL,254,C
293921,34,34,B
293955,101,101,C
293960,NULL,191,C
294015,NULL,173,C
294022,NULL,320,C
294058,NULL,316,C
294112,NULL,206,C
294113,261,261,C
294122,NULL,345,C
294150,5,5,B
294151,10,10,C
294154,61,61,B
294163,7,7,AA
294170,83,83,B
294203,NULL,331,C
294218,0,0,AA
294234,5,5,AA
294256,27,27,B
294265,NULL,122,C
294284,12,12,C
294299,166,166,A
294332,50,50,B
294334,1,1,B
294336,191,191,C
294343,NULL,329,C
294344,NULL,357,C
294348,32,32,A
294378,147,147,C
294386,NULL,52,C
294388,NULL,322,C
294440,NULL,349,C
294441,NULL,306,C
294449,51,51,A
294469,NULL,10,C
294471,NULL,157,C
294480,90,90,B
294494,240,240,C
294516,62,62,B
294537,NULL,46,C
294547,105,105,B
294551,0,0,B
294561,36,36,A
294563,1,1,A
294580,NULL,65,B
294582,NULL,81,C
294594,NULL,343,C
294597,1,1,B
294612,NULL,316,C
294625,58,58,B
294630,39,39,B
294684,NULL,221,C
294703,20,20,C
294714,11,11,B
294727,NULL,101,C
294730,NULL,175,C
294731,11,11,B
294734,68,68,B
294744,NULL,118,C
294747,14,14,AA
294757,140,140,B
294783,61,61,B
294800,28,28,B
294814,114,114,B
294817,NULL,317,C
294832,58,58,C
294874,150,150,B
294875,NULL,244,C
294876,58,58,C
294888,NULL,342,C
294895,92,92,B
294939,11,11,B
294969,7,7,B
294985,33,33,C
295004,NULL,327,C
295027,132,132,A
295047,45,45,B
295108,78,78,B
295134,NULL,337,C
295243,NULL,51,C
295245,35,35,C
295265,88,88,C
295267,34,34,B
295282,NULL,352,C
295292,4,4,A
295322,NULL,290,C
295348,24,24,A
295395,NULL,304,C
295487,78,78,B
295562,41,41,B
295697,96,96,B
295713,NULL,318,C
295733,NULL,291,C
295739,56,56,C
295743,14,14,B
295755,NULL,332,C
295784,103,103,B
295795,158,158,B
295816,NULL,353,C
295824,186,186,B
295829,NULL,211,C
295850,NULL,317,C
295864,30,30,C
295868,23,23,C
295869,NULL,81,C
295908,172,172,C
295926,50,50,B
295933,15,15,C
295966,32,32,B
295991,NULL,355,C
295992,NULL,262,C
296011,NULL,340,C
296028,8,8,B
296039,NULL,51,C
296040,22,22,C
296057,NULL,156,B
296074,28,28,B
296093,5,5,A
296132,NULL,44,C
296138,255,255,C
296139,8,8,B
296146,NULL,190,C
296147,4,4,C
296148,131,131,B
296154,NULL,151,C
296165,85,85,C
296172,125,125,C
296215,17,17,B
296222,7,7,B
296236,NULL,94,C
296258,NULL,152,C
296278,50,50,B
296315,NULL,199,C
296316,14,14,B
296323,94,94,C
296356,117,117,B
296361,NULL,199,C
296384,41,41,C
296420,NULL,316,C
296424,86,86,C
296433,8,8,B
296453,7,7,A
296468,NULL,340,C
296503,NULL,283,C
296504,NULL,277,C
296524,NULL,170,C
296549,NULL,351,C
296550,0,0,C
296564,61,61,A
296581,5,5,B
296584,13,13,C
296612,NULL,333,C
296616,NULL,313,C
296618,NULL,199,C
296620,10,10,B
296629,53,53,B
296635,78,78,B
296640,34,34,B
296644,NULL,351,C
296648,NULL,283,C
296673,NULL,8,C
296719,NULL,204,C
296727,97,97,B
296750,NULL,281,C
296760,198,198,C
296778,65,65,B
296782,4,4,AA
296796,NULL,0,B
296831,56,56,B
296865,NULL,120,B
296889,11,11,AA
296890,NULL,283,C
296912,248,248,C
296931,NULL,330,C
296935,1,1,A
296946,NULL,327,C
296957,40,40,B
296970,3,3,B
296983,NULL,341,C
296997,19,19,A
297051,9,9,B
297079,2,2,AA
297192,79,79,B
297218,NULL,309,C
297400,0,0,C
297403,50,50,B
297411,NULL,171,C
297434,NULL,275,C
297444,6,6,C
297452,207,207,C
297456,5,5,A
297505,NULL,136,C
297546,NULL,3,C
297567,62,62,B
297574,NULL,247,C
297585,NULL,236,C
297587,NULL,171,C
297633,66,66,C
297670,NULL,323,C
297678,NULL,241,C
297713,20,20,B
297724,6,6,B
297771,18,18,B
297779,192,192,C
297838,107,107,B
297844,76,76,B
297864,NULL,0,C
297871,NULL,164,C
297884,NULL,270,C
297904,160,160,B
297909,22,22,B
297936,17,17,B
297942,35,35,B
297946,163,163,B
297955,4,4,AA
297964,NULL,303,C
297967,NULL,354,C
297990,24,24,B
298010,NULL,350,C
298036,6,6,B
298042,35,35,B
298043,53,53,B
298044,44,44,B
298083,50,50,C
298125,0,0,B
298158,231,231,C
298179,16,16,B
298188,NULL,129,C
298258,NULL,250,C
298274,NULL,239,C
298275,NULL,173,C
298292,NULL,102,C
298307,NULL,355,C
298312,4,4,B
298338,175,175,B
298344,NULL,246,C
298384,NULL,120,C
298392,69,69,B
298393,0,0,B
298406,3,3,B
298477,NULL,354,C
298494,45,45,B
298539,19,19,B
298545,NULL,317,C
298551,NULL,90,C
298556,124,124,C
298560,NULL,165,C
298579,7,7,A
298580,29,29,B
298587,216,216,C
298601,10,10,A
298656,NULL,61,C
298670,NULL,206,C
298685,NULL,53,C
298694,137,137,C
298702,NULL,266,C
298708,NULL,132,C
298735,NULL,257,C
298738,17,17,B
298744,197,197,C
298772,NULL,317,C
298824,71,71,B
298826,NULL,342,C
298833,NULL,348,C
298874,10,10,B
298917,41,41,C
298952,174,174,B
298962,NULL,60,C
298994,NULL,218,C
299005,19,19,B
299061,NULL,46,C
299119,NULL,307,C
299122,49,49,B
299130,0,0,B
299165,NULL,155,C
299181,NULL,232,C
299267,30,30,B
299356,24,24,B
299363,NULL,20,C
299373,3,3,A
299393,NULL,213,C
299414,NULL,201,C
299417,NULL,325,C
299421,NULL,232,C
299432,13,13,B
299447,NULL,159,C
299449,102,102,B
299453,NULL,35,B
299483,NULL,312,C
299487,NULL,71,C
299501,30,30,A
299525,NULL,232,C
299527,7,7,B
299533,1,1,A
299545,NULL,177,C
299579,126,126,C
299599,5,5,A
299622,45,45,C
299667,36,36,C
299682,NULL,233,C
299687,58,58,B
299698,NULL,314,C
299732,30,30,B
299733,26,26,C
299752,NULL,352,C
299759,NULL,45,C
299766,NULL,284,C
299824,34,34,B
299830,4,4,B
299837,NULL,352,C
299851,9,9,AA
299869,NULL,178,C
299900,20,20,B
299913,71,71,B
299937,6,6,B
299940,20,20,B
299950,NULL,168,C
299958,62,62,B
299967,25,25,B
299979,NULL,269,C
299988,14,14,B
300014,NULL,149,C
300021,102,102,B
300041,0,0,C
300043,160,160,B
300062,8,8,C
300083,NULL,349,C
300162,NULL,326,C
300174,53,53,C
300183,NULL,319,C
300197,NULL,354,C
300202,253,253,C
300203,92,92,A
300204,NULL,351,C
300206,0,0,C
300210,12,12,A
300216,NULL,329,C
300229,206,206,C
300233,NULL,339,C
300292,88,88,C
300349,171,171,C
300356,NULL,323,C
300360,NULL,233,C
300381,NULL,340,C
300395,49,49,B
300401,0,0,C
300422,NULL,181,C
300449,NULL,66,B
300456,8,8,B
300459,NULL,323,C
300460,21,21,B
300468,13,13,A
300496,21,21,B
300510,25,25,C
300523,0,0,AA
300524,14,14,AA
300536,NULL,352,C
300549,6,6,B
300556,245,245,A
300561,NULL,123,C
300567,NULL,219,C
300574,NULL,86,C
300585,1,1,AA
300672,54,54,C
300724,2,2,B
300776,115,115,B
300780,NULL,92,C
300782,7,7,A
300804,11,11,A
300843,56,56,B
300964,53,53,C
300995,141,141,C
301008,NULL,290,C
301036,NULL,168,C
301077,NULL,176,C
301093,31,31,B
301099,75,75,B
301112,NULL,23,C
301117,16,16,B
301123,3,3,C
301158,NULL,206,C
301162,164,164,C
301197,107,107,B
301204,14,14,B
301279,NULL,301,C
301303,NULL,50,C
301306,NULL,335,C
301309,33,33,B
301314,15,15,B
301323,12,12,B
301382,NULL,281,C
301393,223,223,C
301394,9,9,B
301409,6,6,B
301416,14,14,B
301428,122,122,C
301431,8,8,C
301432,67,67,B
301486,NULL,346,C
301497,NULL,333,C
301504,NULL,94,C
301520,68,68,B
301529,335,335,C
301550,NULL,332,C
301561,175,175,C
301575,34,34,B
301589,7,7,B
301621,90,90,B
301625,0,0,AAA
301648,3,3,A
301652,0,0,B
301669,0,0,C
301677,34,34,B
301695,NULL,23,C
301698,NULL,306,C
301707,14,14,A
301721,61,61,C
301728,NULL,339,C
301731,NULL,337,C
301746,NULL,316,C
301750,2,2,B
301773,NULL,304,C
301777,NULL,352,C
301785,1,1,B
301786,NULL,65,C
301790,284,284,B
301793,196,196,C
301803,32,32,B
301810,NULL,296,C
301839,55,55,C
301858,19,19,B
301860,NULL,114,C
301874,22,22,C
301876,25,25,A
301899,81,81,B
301958,210,210,C
301964,188,188,B
302001,36,36,B
302025,NULL,276,C
302028,48,48,B
302035,1,1,B
302051,0,0,B
302063,104,104,C
302069,NULL,222,C
302104,NULL,332,C
302143,NULL,267,C
302164,NULL,332,C
302166,160,160,B
302176,NULL,106,C
302210,216,216,C
302214,26,26,B
302279,129,129,B
302333,NULL,108,C
302350,6,6,B
302418,4,4,C
302421,NULL,155,C
302426,20,20,B
302456,26,26,B
302478,120,120,C
302504,180,180,C
302512,8,8,B
302531,321,321,C
302544,35,35,B
302556,NULL,339,C
302616,105,105,B
302631,13,13,B
302647,15,15,B
302670,NULL,262,C
302731,6,6,B
302765,13,13,B
302782,284,284,C
302787,NULL,311,C
302788,NULL,352,C
302810,NULL,323,C
302823,NULL,241,C
302873,NULL,127,C
302880,NULL,299,C
302928,212,212,B
302948,6,6,B
302961,26,26,B
302986,NULL,352,C
302994,19,19,C
303026,29,29,B
303062,0,0,B
303065,NULL,271,C
303066,NULL,26,C
303070,41,41,B
303092,NULL,232,C
303112,10,10,B
303119,NULL,352,C
303135,9,9,A
303153,NULL,149,C
303170,6,6,B
303176,52,52,C
303177,1,1,AA
303203,62,62,B
303243,NULL,336,C
303254,11,11,B
303296,6,6,B
303300,NULL,1,C
303307,6,6,AAA
303316,NULL,320,C
303341,27,27,A
303345,NULL,220,C
303361,NULL,31,C
303370,84,84,C
303377,NULL,307,C
303414,40,40,C
303461,NULL,79,B
303479,NULL,52,B
303481,NULL,335,C
303485,NULL,203,C
303487,NULL,45,C
303494,NULL,339,C
303500,195,195,C
303518,NULL,175,C
303520,NULL,264,C
303529,NULL,149,C
303551,110,110,B
303565,140,140,B
303578,NULL,316,C
303591,160,160,B
303615,100,100,B
303626,NULL,338,C
303637,18,18,B
303654,NULL,352,C
303689,NULL,17,C
303727,NULL,336,C
303735,NULL,71,B
303737,45,45,C
303757,NULL,65,C
303771,96,96,B
303788,NULL,157,B
303805,33,33,B
303830,52,52,C
303860,NULL,241,C
303872,NULL,281,C
303878,6,6,B
303902,74,74,C
303989,NULL,114,C
303990,4,4,AA
304014,NULL,308,C
304026,NULL,339,C
304089,33,33,B
304091,27,27,B
304135,15,15,A
304150,194,194,C
304189,159,159,C
304251,NULL,329,C
304302,NULL,240,C
304309,NULL,170,C
304318,NULL,137,B
304345,NULL,254,C
304350,98,98,A
304357,NULL,75,C
304359,76,76,B
304380,34,34,B
304381,NULL,234,C
304387,NULL,18,C
304403,9,9,A
304412,337,337,C
304438,64,64,C
304454,NULL,214,C
304467,9,9,C
304471,NULL,276,C
304477,NULL,307,C
304530,6,6,B
304539,4,4,B
304544,NULL,247,C
304575,NULL,184,C
304637,15,15,B
304641,60,60,B
304645,NULL,155,B
304654,8,8,B
304684,NULL,198,C
304700,139,139,C
304705,53,53,B
304706,NULL,72,C
304713,0,0,B
304721,18,18,B
304730,NULL,283,C
304747,32,32,AA
304750,76,76,B
304752,NULL,22,B
304773,NULL,307,C
304780,NULL,344,C
304817,NULL,330,C
304824,NULL,269,C
304831,NULL,290,C
304857,NULL,220,C
304869,279,279,C
304882,NULL,113,C
304903,5,5,B
304906,120,120,C
304964,21,21,A
304970,NULL,341,C
305021,NULL,191,C
305052,6,6,B
305063,165,165,C
305072,NULL,128,C
305093,NULL,267,C
305123,NULL,267,C
305141,NULL,314,C
305145,19,19,B
305152,52,52,B
305169,0,0,C
305195,13,13,C
305205,30,30,C
305214,6,6,B
305229,21,21,B
305236,NULL,285,C
305251,80,80,B
305267,NULL,128,C
305280,137,137,C
305281,55,55,B
305294,4,4,B
305308,18,18,AA
305328,NULL,197,C
305337,15,15,A
305377,40,40,B
305382,NULL,195,C
305392,NULL,204,C
305403,6,6,B
305407,29,29,B
305408,NULL,307,C
305457,NULL,347,C
305459,NULL,267,C
305464,NULL,186,C
305479,NULL,168,C
305503,NULL,250,C
305508,12,12,B
305517,11,11,A
305532,NULL,313,C
305534,159,159,B
305605,NULL,350,C
305609,13,13,B
305665,106,106,A
305701,301,301,C
305726,NULL,183,C
305983,NULL,308,C
305997,1,1,A
306020,NULL,180,C
306063,NULL,216,C
306089,56,56,C
306107,5,5,B
306114,5,5,C
306119,NULL,225,C
306139,32,32,C
306240,28,28,AA
306285,NULL,184,C
306312,43,43,B
306336,NULL,84,C
306359,NULL,176,C
306381,12,12,C
306387,NULL,345,C
306429,26,26,B
306434,NULL,314,C
306462,NULL,296,C
306541,31,31,B
306553,206,206,C
306559,4,4,AA
306574,54,54,C
306592,NULL,304,C
306608,58,58,B
306609,189,189,C
306615,NULL,349,C
306617,5,5,C
306683,104,104,C
306695,35,35,B
306734,NULL,68,C
306735,191,191,C
306759,NULL,333,C
306779,125,125,C
306782,NULL,135,C
306787,NULL,342,C
306811,5,5,B
306846,22,22,C
306861,NULL,349,C
306870,0,0,B
306916,NULL,97,C
306931,37,37,B
306938,1,1,B
306961,8,8,A
306974,NULL,253,C
306983,60,60,B
306986,17,17,B
306989,NULL,13,C
307026,32,32,B
307035,47,47,B
307050,NULL,328,C
307061,9,9,B
307089,189,189,B
307091,NULL,337,C
307113,20,20,B
307132,41,41,B
307145,3,3,B
307165,NULL,191,C
307170,48,48,A
307245,1,1,B
307288,85,85,B
307331,54,54,A
307337,307,307,C
307340,0,0,B
307362,1,1,B
307364,7,7,C
307425,NULL,85,C
307429,NULL,26,C
307440,16,16,AA
307453,NULL,212,C
307460,NULL,25,C
307471,34,34,C
307474,NULL,107,C
307492,23,23,B
307508,154,154,B
307661,NULL,4,B
307747,54,54,C
307781,2,2,AA
307791,65,65,C
307828,104,104,C
307834,50,50,B
307864,61,61,B
307893,14,14,A
307921,NULL,232,C
307923,3,3,B
307987,61,61,B
308008,5,5,C
308050,56,56,C
308063,58,58,C
308074,47,47,B
308091,NULL,306,C
308094,NULL,199,C
308121,23,23,A
308157,243,243,C
308177,37,37,AA
308179,NULL,337,C
308198,26,26,B
308208,NULL,191,C
308216,NULL,114,C
308219,42,42,B
308234,179,179,C
308309,NULL,62,C
308327,12,12,B
308329,NULL,341,C
308337,210,210,C
308344,NULL,331,C
308351,NULL,30,C
308357,NULL,259,C
308363,NULL,342,C
308388,12,12,A
308395,161,161,B
308423,70,70,C
308430,12,12,B
308476,NULL,14,C
308483,5,5,B
308484,NULL,338,C
308504,103,103,C
308508,32,32,C
308514,NULL,252,C
308517,94,94,B
308551,34,34,A
308555,3,3,AA
308570,10,10,B
308607,NULL,134,C
308611,119,119,B
308613,115,115,C
308639,NULL,213,C
308640,NULL,120,C
308658,16,16,A
308669,10,10,B
308688,NULL,294,C
308697,NULL,190,C
308717,NULL,108,C
308720,NULL,187,C
308731,NULL,332,C
308733,NULL,76,C
308754,NULL,311,C
308774,167,167,C
308788,NULL,249,C
308794,172,172,B
308805,14,14,A
308816,NULL,275,C
308825,136,136,C
308836,NULL,188,C
308876,NULL,142,C
308882,37,37,B
308884,65,65,B
308901,NULL,92,C
308902,162,162,B
308918,182,182,B
308919,NULL,108,C
308939,200,200,C
308946,49,49,C
308967,12,12,B
309070,8,8,B
309103,NULL,31,C
309165,NULL,141,C
309170,NULL,198,C
309221,1,1,AA
309227,30,30,B
309325,NULL,176,C
309349,8,8,B
309353,121,121,B
309380,38,38,B
309384,137,137,C
309385,NULL,290,C
309440,13,13,B
309450,98,98,B
309460,24,24,A
309497,NULL,319,C
309498,18,18,B
309502,11,11,B
309504,NULL,147,C
309561,NULL,327,C
309564,NULL,299,C
309577,NULL,209,C
309594,56,56,B
309595,NULL,345,C
309598,2,2,B
309606,123,123,C
309682,7,7,AA
309690,79,79,C
309699,42,42,B
309746,NULL,329,C
309757,NULL,197,C
309779,NULL,278,C
309798,11,11,B
309799,159,159,B
309809,NULL,345,C
309811,NULL,330,C
309816,1,1,C
309823,245,245,C
309837,NULL,111,C
309839,13,13,B
309877,NULL,17,C
309882,NULL,223,C
309906,NULL,199,C
309920,113,113,B
309987,NULL,307,C
309990,4,4,C
310010,20,20,C
310016,NULL,316,C
310029,35,35,B
310053,0,0,A
310054,NULL,206,C
310086,NULL,82,C
310120,211,211,B
310203,24,24,C
310270,27,27,C
310295,13,13,C
310301,1,1,B
310318,5,5,C
310319,NULL,128,C
310342,317,317,C
310351,NULL,266,C
310366,NULL,232,C
310459,37,37,C
310472,34,34,A
310539,NULL,332,C
310559,NULL,197,C
310618,NULL,276,C
310698,NULL,285,C
310705,7,7,C
310739,130,130,A
310744,NULL,297,C
310784,12,12,A
310797,88,88,B
310798,46,46,B
310817,2,2,A
310818,10,10,A
310827,240,240,B
310867,NULL,211,C
310876,NULL,317,C
310883,NULL,335,C
310891,123,123,C
310893,6,6,AA
310898,91,91,A
310909,7,7,B
310938,6,6,B
310981,88,88,B
311093,NULL,278,C
311118,NULL,157,C
311149,13,13,B
311180,0,0,C
311188,NULL,238,C
311189,98,98,B
311204,41,41,B
311232,NULL,2,C
311234,19,19,C
311251,290,290,C
311276,42,42,B
311308,1,1,A
311310,NULL,297,C
311405,6,6,B
311410,NULL,325,C
311411,NULL,171,C
311454,3,3,A
311457,70,70,B
311463,140,140,C
311480,27,27,B
311492,5,5,AA
311494,NULL,264,C
311496,42,42,B
311529,35,35,B
311534,NULL,287,C
311537,28,28,AA
311555,84,84,AA
311565,58,58,B
311590,NULL,151,B
311597,75,75,B
311603,1,1,AAA
311639,1,1,B
311646,NULL,318,C
311668,NULL,256,C
311673,NULL,86,C
311719,NULL,186,C
311744,NULL,12,C
311791,NULL,260,C
311800,20,20,B
311832,NULL,338,C
311847,NULL,274,C
311859,41,41,B
311867,11,11,A
311882,41,41,B
311886,NULL,318,C
311920,78,78,C
311980,18,18,B
312018,NULL,323,C
312044,5,5,A
312057,4,4,AA
312061,NULL,233,C
312063,NULL,17,C
312079,NULL,242,C
312097,87,87,B
312243,NULL,105,C
312282,7,7,B
312299,NULL,78,C
312327,NULL,106,C
312330,NULL,42,C
312363,2,2,B
312385,NULL,188,C
312390,2,2,AAA
312413,NULL,25,C
312415,194,194,C
312448,13,13,C
312474,NULL,31,B
312493,NULL,334,C
312541,NULL,343,C
312563,41,41,C
312616,NULL,29,C
312704,69,69,B
312708,35,35,A
312714,NULL,344,C
312728,NULL,307,C
312742,22,22,A
312759,176,176,B
312809,NULL,331,C
312826,41,41,B
312828,NULL,80,B
312847,NULL,254,C
312858,NULL,229,C
312884,1,1,B
312897,NULL,310,C
312919,9,9,A
312953,NULL,289,C
312956,14,14,C
312970,205,205,C
312984,39,39,B
313062,31,31,C
313070,53,53,B
313079,NULL,312,C
313126,NULL,233,C
313145,23,23,C
313154,46,46,B
313158,NULL,223,C
313160,138,138,B
313180,107,107,C
313198,88,88,C
313210,NULL,127,B
313226,7,7,B
313265,NULL,270,C
313299,51,51,C
313318,84,84,B
313342,NULL,346,C
313372,13,13,B
313423,NULL,271,C
313429,40,40,C
313476,NULL,331,C
313479,0,0,C
313491,NULL,346,C
313514,27,27,B
313525,51,51,B
313528,NULL,255,C
313539,12,12,B
313541,NULL,337,C
313557,NULL,298,C
313558,NULL,190,C
313613,NULL,299,C
313624,21,21,C
313687,NULL,328,C
313718,NULL,339,C
313728,NULL,287,C
313729,20,20,B
313736,52,52,C
313744,NULL,216,C
313761,81,81,C
313772,NULL,222,C
313782,NULL,3,C
313800,NULL,233,C
313801,NULL,324,C
313806,NULL,232,C
313841,NULL,342,C
313873,0,0,B
313885,25,25,B
313892,4,4,B
313898,NULL,129,C
313935,NULL,249,C
313938,150,150,C
313954,31,31,A
313982,NULL,231,C
314038,NULL,68,C
314045,14,14,B
314117,NULL,217,C
314132,42,42,B
314141,23,23,B
314176,106,106,B
314207,19,19,B
314225,11,11,B
314291,NULL,311,C
314300,48,48,C
314340,NULL,338,C
314361,NULL,113,C
314383,NULL,281,C
314398,22,22,A
314508,0,0,B
314525,36,36,B
314539,2,2,A
314602,0,0,B
314642,NULL,345,C
314644,NULL,340,C
314651,35,35,B
314654,69,69,B
314665,NULL,96,C
314668,NULL,0,C
314680,32,32,B
314681,72,72,C
314699,57,57,A
314734,27,27,A
314735,42,42,A
314763,109,109,C
314770,NULL,235,C
314805,NULL,197,C
314811,NULL,339,C
314817,168,168,B
