user_id,interval_between_bookings,not_book_interval,rank
398272,NULL,125,C
398295,105,105,B
398321,60,60,B
398406,34,34,B
398469,15,15,B
398485,NULL,107,C
398487,NULL,129,C
398509,NULL,244,C
398520,126,126,B
398526,37,37,B
398555,108,108,B
398558,52,52,B
398567,3,3,B
398569,NULL,240,C
398611,NULL,24,C
398626,25,25,B
398655,2,2,A
398767,112,112,B
398781,14,14,B
398784,NULL,221,C
398798,110,110,B
398922,NULL,58,B
398926,36,36,B
398946,NULL,255,C
398947,7,7,AA
398969,128,128,A
399018,0,0,B
399042,NULL,87,B
399065,NULL,86,C
399107,30,30,B
399142,NULL,149,C
399143,NULL,262,C
399148,7,7,A
399156,8,8,B
399163,NULL,92,C
399173,42,42,B
399189,53,53,B
399193,NULL,241,C
399247,56,56,B
399248,64,64,B
399259,NULL,68,C
399272,0,0,A
399275,61,61,B
399308,62,62,B
399355,NULL,96,B
399372,NULL,79,B
399374,NULL,114,C
399388,NULL,225,C
399394,104,104,AA
399396,29,29,B
399404,6,6,A
399408,231,231,B
399415,NULL,192,C
399436,NULL,207,C
399448,NULL,121,C
399451,186,186,B
399486,114,114,B
399513,NULL,248,C
399525,NULL,116,C
399526,241,241,B
399557,119,119,B
399563,5,5,A
399566,NULL,241,C
399568,93,93,B
399573,4,4,A
399575,NULL,198,C
399582,NULL,216,C
399588,54,54,B
399601,NULL,221,C
399604,13,13,B
399608,36,36,B
399625,17,17,B
399633,96,96,B
399637,NULL,156,C
399658,34,34,B
399692,NULL,48,B
399693,NULL,147,C
399712,NULL,128,C
399715,NULL,160,C
399725,NULL,176,C
399732,0,0,A
399738,NULL,247,C
399746,NULL,81,C
399797,196,196,B
399845,30,30,B
399851,NULL,164,C
399916,68,68,B
399924,NULL,70,C
399940,NULL,45,B
399954,NULL,231,C
399970,NULL,245,C
399991,14,14,B
399996,NULL,266,C
400009,NULL,102,C
400014,NULL,261,C
400020,97,97,B
400024,17,17,B
400038,19,19,B
400047,NULL,239,C
400088,NULL,85,C
400091,11,11,AA
400094,27,27,B
400148,6,6,B
400176,NULL,141,C
400177,NULL,32,C
400197,NULL,23,B
400201,59,59,B
400207,36,36,B
400212,8,8,B
400232,6,6,B
400237,NULL,128,C
400244,NULL,148,C
400257,50,50,B
400260,NULL,205,C
400261,17,17,B
400264,NULL,205,C
400268,NULL,254,C
400282,NULL,174,C
400307,237,237,B
400309,NULL,27,C
400310,42,42,B
400316,NULL,262,C
400322,203,203,B
400340,124,124,B
400383,133,133,B
400404,NULL,136,C
400422,26,26,B
400436,0,0,B
400450,NULL,56,C
400451,NULL,207,C
400455,NULL,201,C
400464,69,69,B
400466,NULL,101,B
400467,NULL,198,C
400478,7,7,B
400493,NULL,93,C
400500,NULL,72,C
400505,NULL,95,C
400507,21,21,B
400511,119,119,B
400514,41,41,B
400539,37,37,B
400554,NULL,149,C
400556,20,20,B
400559,NULL,203,C
400564,NULL,217,C
400577,100,100,B
400581,2,2,B
400586,NULL,60,C
400587,8,8,B
400596,10,10,B
400605,NULL,266,C
400608,NULL,127,C
400614,67,67,AA
400638,130,130,B
400641,NULL,267,C
400655,NULL,259,C
400671,3,3,B
400677,NULL,206,C
400678,NULL,211,C
400687,2,2,B
400693,10,10,A
400716,NULL,112,C
400726,24,24,B
400729,1,1,B
400746,NULL,265,C
400792,12,12,B
400796,181,181,B
400877,6,6,AA
400902,NULL,207,C
400977,92,92,B
400997,34,34,B
401009,2,2,B
401039,NULL,204,C
401069,NULL,151,C
401094,46,46,B
401096,NULL,122,C
401126,NULL,80,B
401163,207,207,B
401187,26,26,AA
401200,NULL,50,C
401209,2,2,AA
401227,NULL,27,C
401239,NULL,68,C
401244,NULL,177,C
401254,NULL,41,C
401255,95,95,B
401264,0,0,B
401267,NULL,53,C
401271,NULL,265,C
401291,7,7,B
401292,NULL,165,C
401296,NULL,240,C
401307,7,7,B
401315,97,97,B
401341,13,13,B
401354,NULL,165,C
401359,NULL,43,C
401375,1,1,A
401395,46,46,B
401411,NULL,265,C
401471,NULL,231,C
401485,NULL,21,C
401495,NULL,260,C
401511,208,208,B
401512,160,160,B
401564,1,1,A
401576,NULL,178,C
401582,NULL,59,C
401601,13,13,B
401620,NULL,191,C
401632,NULL,265,C
401636,NULL,213,C
401642,NULL,250,C
401651,NULL,201,C
401659,207,207,B
401676,181,181,B
401680,6,6,B
401687,NULL,173,C
401697,22,22,A
401745,NULL,194,C
401757,NULL,92,C
401758,104,104,B
401782,24,24,B
401784,NULL,231,C
401791,33,33,B
401796,NULL,217,C
401800,NULL,142,C
401814,52,52,B
401817,NULL,150,C
401850,77,77,B
401863,4,4,B
401877,NULL,167,C
401888,NULL,255,C
401915,17,17,B
401921,50,50,B
401931,NULL,100,C
401936,13,13,B
401956,8,8,B
401974,245,245,B
401978,NULL,265,C
401984,NULL,193,C
401997,58,58,B
402014,0,0,B
402017,NULL,71,B
402022,NULL,192,C
402023,71,71,B
402024,NULL,68,C
402026,NULL,262,C
402044,49,49,B
402045,NULL,211,C
402050,NULL,217,C
402057,217,217,B
402111,NULL,258,C
402145,NULL,264,C
402160,NULL,65,C
402182,41,41,B
402189,NULL,20,C
402191,93,93,B
402201,NULL,262,C
402221,70,70,B
402252,NULL,235,C
402254,126,126,B
402273,62,62,B
402277,20,20,A
402284,NULL,181,C
402286,15,15,B
402291,13,13,B
402292,14,14,B
402295,NULL,133,C
402300,NULL,134,C
402302,163,163,B
402304,NULL,51,C
402306,NULL,136,C
402317,NULL,253,C
402323,26,26,B
402330,NULL,69,C
402350,35,35,B
402369,40,40,B
402399,34,34,A
402403,NULL,116,C
402410,38,38,B
402440,22,22,A
402452,50,50,B
402470,NULL,258,C
402475,NULL,87,C
402488,68,68,B
402513,12,12,A
402521,41,41,B
402523,NULL,46,C
402527,100,100,B
402543,NULL,226,C
402548,NULL,58,C
402549,42,42,B
402555,17,17,AA
402568,35,35,B
402577,21,21,B
402600,NULL,237,C
402618,36,36,B
402627,NULL,248,C
402635,NULL,216,C
402653,NULL,206,C
402661,21,21,B
402664,NULL,198,C
402697,52,52,B
402719,13,13,A
402728,22,22,A
402737,157,157,B
402741,30,30,B
402758,NULL,170,C
402761,43,43,A
402771,NULL,177,C
402780,NULL,153,C
402781,24,24,A
402806,19,19,B
402814,NULL,169,C
402817,104,104,B
402819,NULL,157,C
402837,NULL,262,C
402838,12,12,AA
402840,NULL,228,C
402863,0,0,A
402868,NULL,113,C
402869,20,20,B
402871,NULL,230,C
402882,NULL,58,B
402917,NULL,20,C
402923,3,3,B
402926,5,5,B
402927,40,40,B
402941,64,64,B
402945,NULL,141,C
402950,NULL,252,C
402952,49,49,B
402958,28,28,B
402963,7,7,A
402966,53,53,B
402967,NULL,58,C
402976,NULL,224,C
402980,NULL,252,C
402981,NULL,79,C
402987,33,33,B
402997,NULL,89,C
403002,NULL,85,C
403008,NULL,99,C
403020,3,3,AA
403024,68,68,B
403092,NULL,23,C
403093,NULL,216,C
403098,131,131,B
403109,80,80,B
403111,21,21,B
403122,NULL,263,C
403137,199,199,B
403158,63,63,A
403163,NULL,232,C
403169,14,14,AA
403183,75,75,B
403195,12,12,AA
403196,74,74,B
403201,74,74,B
403206,NULL,105,C
403262,148,148,B
403264,NULL,31,B
403275,NULL,242,C
403277,7,7,AA
403287,17,17,B
403322,NULL,172,C
403329,158,158,B
403335,NULL,258,C
403350,7,7,A
403364,NULL,86,C
403371,42,42,B
403373,NULL,173,C
403375,NULL,240,C
403393,124,124,B
403411,0,0,B
403428,0,0,AA
403436,NULL,54,C
403447,NULL,71,C
403449,NULL,255,C
403464,81,81,B
403469,13,13,A
403470,NULL,212,C
403474,97,97,B
403479,58,58,B
403484,27,27,AA
403485,115,115,B
403499,NULL,180,C
403510,NULL,260,C
403514,10,10,B
403528,14,14,A
403551,78,78,B
403554,1,1,AA
403577,0,0,B
403642,NULL,83,C
403652,29,29,B
403654,0,0,B
403671,8,8,AA
403677,10,10,B
403690,NULL,11,C
403704,2,2,B
403715,NULL,170,C
403716,8,8,A
403719,1,1,B
403720,35,35,B
403726,NULL,199,C
403733,37,37,B
403741,24,24,B
403756,5,5,B
403775,NULL,163,C
403792,68,68,B
403801,4,4,B
403812,11,11,AA
403822,NULL,231,C
403848,NULL,53,C
403855,42,42,B
403863,18,18,A
403881,69,69,B
403903,NULL,101,C
403924,0,0,B
403931,20,20,B
403937,NULL,218,C
403971,5,5,B
403978,26,26,A
403981,NULL,96,C
403982,54,54,B
404002,NULL,92,C
404008,17,17,B
404067,82,82,B
404083,99,99,B
404101,2,2,B
404136,31,31,B
404145,0,0,A
404152,132,132,B
404161,41,41,B
404189,NULL,50,C
404190,NULL,159,C
404195,124,124,B
404198,NULL,135,C
404200,15,15,A
404204,NULL,257,C
404214,NULL,240,C
404248,30,30,B
404256,65,65,B
404259,NULL,183,C
404261,33,33,B
404271,34,34,B
404287,NULL,190,C
404320,44,44,B
404323,NULL,133,C
404325,NULL,179,C
404327,30,30,B
404328,NULL,129,C
404333,NULL,169,C
404348,NULL,234,C
404356,NULL,134,C
404358,NULL,6,B
404365,NULL,113,C
404371,25,25,B
404372,NULL,69,B
404374,16,16,B
404391,NULL,58,C
404394,4,4,B
404398,NULL,109,C
404401,NULL,234,C
404419,NULL,240,C
404428,NULL,121,C
404443,NULL,168,C
404450,48,48,B
404459,36,36,B
404463,NULL,184,C
404469,NULL,176,C
404476,25,25,B
404480,NULL,241,C
404499,6,6,AA
404503,NULL,236,C
404505,194,194,B
404507,26,26,B
404509,8,8,AA
404525,0,0,AA
404533,2,2,B
404534,47,47,A
404543,38,38,A
404554,NULL,246,C
404557,12,12,A
404577,NULL,187,C
404581,NULL,177,C
404589,NULL,23,C
404591,NULL,249,C
404657,0,0,A
404662,18,18,AA
404667,5,5,A
404714,2,2,B
404810,NULL,77,C
404858,NULL,232,C
404884,NULL,193,C
404890,NULL,10,C
404891,3,3,AA
404902,NULL,207,C
404910,6,6,A
404975,NULL,216,C
404986,NULL,232,C
404995,0,0,B
405005,NULL,3,B
405053,57,57,B
405059,51,51,AA
405080,NULL,253,C
405110,37,37,A
405137,20,20,B
405142,29,29,A
405166,63,63,B
405167,28,28,B
405181,7,7,B
405182,34,34,B
405189,2,2,B
405207,NULL,100,C
405225,22,22,B
405228,44,44,B
405234,NULL,128,C
405242,52,52,B
405251,66,66,B
405266,70,70,B
405281,NULL,180,C
405283,NULL,50,C
405303,NULL,164,C
405311,NULL,260,C
405313,NULL,116,C
405320,10,10,AA
405330,35,35,B
405342,8,8,AA
405354,29,29,B
405366,NULL,240,C
405393,NULL,200,C
405429,28,28,B
405443,99,99,B
405446,NULL,162,C
405464,29,29,A
405468,18,18,B
405482,NULL,260,C
405508,NULL,45,B
405513,109,109,B
405522,0,0,B
405525,24,24,B
405531,4,4,B
405537,NULL,85,C
405542,NULL,131,C
405545,9,9,B
405550,NULL,142,C
405551,NULL,179,C
405570,38,38,A
405573,14,14,A
405595,NULL,218,C
405612,NULL,231,C
405641,0,0,B
405658,78,78,B
405666,57,57,B
405668,NULL,72,C
405672,56,56,B
405694,NULL,117,C
405702,105,105,B
405703,NULL,33,C
405724,25,25,B
405727,14,14,B
405731,41,41,B
405754,NULL,170,C
405778,23,23,B
405783,NULL,235,C
405818,3,3,B
405832,111,111,B
405836,NULL,36,B
405847,20,20,B
405864,NULL,122,C
405867,NULL,53,B
405869,29,29,B
405875,NULL,252,C
405920,22,22,B
405931,NULL,253,C
405941,79,79,B
405963,178,178,B
405969,6,6,B
405983,NULL,39,C
406006,NULL,183,C
406026,NULL,180,C
406045,NULL,213,C
406085,NULL,203,C
406097,84,84,B
406147,1,1,B
406148,NULL,130,C
406157,1,1,AA
406169,52,52,AA
406185,101,101,B
406192,94,94,B
406204,NULL,165,C
406208,NULL,259,C
406214,NULL,253,C
406223,54,54,B
406245,NULL,245,C
406274,5,5,B
406276,NULL,132,C
406366,NULL,22,C
406410,9,9,B
406420,NULL,189,C
406430,NULL,169,C
406454,NULL,90,B
406466,NULL,75,C
406467,85,85,B
406486,NULL,258,C
406550,NULL,39,C
406556,112,112,B
406561,3,3,B
406565,13,13,A
406585,28,28,B
406590,8,8,A
406663,10,10,A
406666,NULL,177,C
406672,128,128,B
406677,61,61,B
406683,NULL,91,C
406738,41,41,B
406742,NULL,133,B
406747,26,26,A
406756,NULL,213,C
406764,NULL,92,C
406806,NULL,19,C
406816,3,3,AA
406821,NULL,105,C
406863,NULL,218,C
406868,NULL,249,C
406885,NULL,250,C
406928,NULL,234,C
406961,20,20,B
407008,4,4,B
407030,108,108,B
407043,NULL,240,C
407074,NULL,232,C
407101,1,1,B
407103,11,11,B
407105,NULL,112,C
407129,95,95,B
407136,17,17,B
407140,9,9,A
407158,NULL,86,C
407159,21,21,B
407163,15,15,B
407165,40,40,B
407167,NULL,65,C
407172,59,59,AA
407186,47,47,B
407194,NULL,159,C
407225,NULL,67,B
407240,4,4,AA
407252,NULL,165,C
407274,17,17,B
407281,NULL,237,C
407297,10,10,B
407301,29,29,B
407309,74,74,B
407319,NULL,166,C
407322,55,55,B
407329,NULL,236,C
407338,44,44,B
407348,NULL,86,C
407357,NULL,253,C
407369,NULL,174,C
407379,NULL,257,C
407381,45,45,B
407412,0,0,AA
407420,NULL,19,C
407436,27,27,B
407439,65,65,A
407464,4,4,B
407466,NULL,107,C
407473,NULL,253,C
407481,5,5,B
407502,99,99,B
407508,NULL,31,C
407547,27,27,A
407554,68,68,B
407557,NULL,56,B
407578,93,93,B
407623,32,32,B
407703,NULL,57,B
407727,NULL,220,C
407731,94,94,B
407749,139,139,A
407765,25,25,B
407832,NULL,163,C
407845,21,21,B
407877,47,47,B
407887,58,58,B
407897,NULL,142,C
407917,NULL,73,C
407923,NULL,51,C
407935,NULL,59,B
407962,6,6,B
407965,12,12,A
407971,6,6,B
407976,33,33,B
408020,NULL,125,C
408033,11,11,B
408051,NULL,209,C
408054,NULL,51,B
408067,41,41,B
408078,28,28,B
408094,NULL,8,C
408097,19,19,A
408143,NULL,79,C
408149,131,131,B
408159,NULL,15,C
408163,NULL,208,C
408165,NULL,151,C
408174,222,222,B
408176,30,30,B
408177,NULL,204,C
408183,4,4,AA
408197,92,92,B
408205,18,18,B
408237,6,6,B
408241,NULL,121,C
408255,0,0,AA
408274,NULL,114,C
408281,39,39,B
408301,NULL,51,C
408336,6,6,A
408341,NULL,85,C
408353,20,20,B
408356,NULL,228,C
408373,NULL,248,C
408387,NULL,196,C
408447,0,0,AA
408458,13,13,A
408499,32,32,B
408500,12,12,A
408512,NULL,232,C
408515,100,100,B
408538,NULL,250,C
408547,NULL,257,C
408561,83,83,B
408562,66,66,B
408611,3,3,B
408633,NULL,103,C
408643,122,122,B
408650,3,3,AA
408653,NULL,72,C
408698,NULL,143,C
408707,1,1,AA
408716,NULL,256,C
408732,NULL,198,C
408747,NULL,168,C
408762,63,63,B
408785,36,36,B
408790,NULL,198,C
408791,NULL,151,C
408831,23,23,A
408865,35,35,A
408888,14,14,B
408895,NULL,156,C
408901,92,92,B
408920,NULL,120,C
408933,NULL,70,B
408960,74,74,B
408961,37,37,B
408974,12,12,B
408990,0,0,B
408994,119,119,B
409023,44,44,B
409059,NULL,148,C
409066,85,85,B
409081,NULL,87,C
409096,NULL,142,C
409120,78,78,B
409124,18,18,AA
409138,NULL,102,C
409164,NULL,208,C
409174,9,9,B
409202,NULL,246,C
409220,NULL,219,C
409228,85,85,B
409231,NULL,44,C
409232,14,14,B
409241,120,120,B
409249,NULL,129,C
409261,NULL,255,C
409269,NULL,192,C
409286,NULL,85,C
409308,4,4,AA
409320,66,66,B
409349,43,43,B
409364,76,76,B
409384,7,7,B
409402,NULL,170,C
409414,4,4,B
409444,6,6,B
409482,NULL,123,C
409495,NULL,86,C
409512,NULL,225,C
409526,0,0,B
409532,NULL,9,C
409534,88,88,B
409567,0,0,B
409574,NULL,79,B
409580,NULL,255,C
409593,28,28,B
409603,2,2,B
409613,NULL,153,C
409626,NULL,47,C
409654,5,5,B
409667,28,28,B
409684,87,87,B
409685,26,26,B
409697,13,13,AA
409716,13,13,A
409727,NULL,142,C
409754,20,20,B
409757,NULL,125,C
409761,9,9,B
409790,NULL,10,C
409841,NULL,33,B
409845,27,27,B
409854,NULL,52,C
409903,93,93,B
409904,68,68,B
409923,169,169,B
409932,NULL,240,C
409944,144,144,B
409976,NULL,233,C
409998,69,69,B
410026,NULL,85,C
410049,22,22,B
410077,NULL,168,C
410092,12,12,A
410104,38,38,B
410105,1,1,B
410110,14,14,B
410140,NULL,244,C
410168,97,97,B
410175,28,28,B
410184,72,72,B
410185,NULL,213,C
410187,NULL,180,C
410205,NULL,29,B
410215,48,48,B
410233,2,2,B
410243,4,4,B
410259,8,8,B
410274,49,49,B
410287,44,44,B
410333,NULL,246,C
410368,NULL,177,C
410389,NULL,106,C
410507,3,3,B
410523,NULL,108,B
410528,7,7,B
410529,0,0,B
410545,NULL,40,C
410547,26,26,B
410556,68,68,B
410578,49,49,A
410587,8,8,A
410588,86,86,B
410624,NULL,168,C
410641,50,50,B
410690,NULL,244,C
410706,NULL,159,C
410708,NULL,1,C
410714,NULL,205,C
410718,NULL,247,C
410742,NULL,220,C
410744,23,23,B
410804,8,8,B
410812,NULL,89,B
410813,40,40,B
410815,6,6,B
410816,6,6,B
410833,31,31,B
410852,2,2,B
410857,NULL,249,C
410864,NULL,51,C
410880,7,7,B
410894,NULL,136,C
410909,42,42,A
410911,90,90,B
410953,63,63,B
410955,27,27,A
410959,19,19,B
410966,4,4,AA
410984,0,0,B
410986,80,80,B
410993,16,16,A
411018,3,3,B
411049,NULL,34,C
411067,247,247,B
411076,NULL,103,C
411094,52,52,B
411111,8,8,AA
411123,70,70,B
411128,21,21,B
411148,NULL,223,C
411150,36,36,B
411192,20,20,A
411199,12,12,B
411231,NULL,185,C
411235,25,25,B
411242,55,55,B
411256,83,83,B
411277,51,51,A
411294,NULL,130,C
411305,6,6,A
411307,19,19,B
411352,NULL,252,C
411363,141,141,B
411367,54,54,AA
411387,27,27,B
411401,19,19,B
411403,7,7,B
411430,NULL,107,C
411435,NULL,210,C
411450,25,25,B
411452,219,219,B
411458,NULL,1,B
411475,NULL,131,C
411479,132,132,B
411492,NULL,194,C
411538,NULL,213,C
411564,6,6,A
411565,NULL,227,C
411569,35,35,B
411587,NULL,132,C
411608,105,105,B
411613,9,9,B
411614,71,71,B
411634,62,62,A
411637,NULL,174,C
411641,97,97,B
411660,22,22,B
411681,31,31,B
411682,31,31,B
411687,2,2,AA
411688,73,73,B
411691,0,0,B
411713,2,2,B
411725,0,0,B
411738,30,30,B
411761,56,56,A
411784,11,11,A
411821,NULL,129,B
411828,69,69,B
411836,0,0,B
411876,NULL,8,B
411879,NULL,42,C
411938,NULL,101,C
411943,64,64,B
411958,35,35,B
411959,NULL,52,C
411960,44,44,B
411962,NULL,252,C
411988,49,49,B
412012,77,77,B
412013,NULL,207,C
412024,NULL,243,C
412033,NULL,102,C
412054,1,1,B
412056,NULL,241,C
412062,100,100,B
412065,NULL,102,C
412068,7,7,AA
412106,101,101,B
412131,20,20,A
412137,7,7,B
412140,NULL,86,C
412147,NULL,63,B
412155,20,20,B
412165,10,10,B
412192,26,26,B
412197,11,11,A
412209,NULL,113,B
412211,41,41,B
412219,NULL,2,B
412224,0,0,B
412238,NULL,239,C
412254,NULL,116,C
412255,NULL,250,C
412258,54,54,B
412261,11,11,B
412286,0,0,B
412296,0,0,A
412320,0,0,B
412333,NULL,163,C
412377,NULL,20,B
412401,NULL,9,B
412445,61,61,B
412452,NULL,148,C
412511,34,34,B
412528,17,17,B
412590,NULL,36,B
412647,6,6,A
412652,107,107,B
412655,NULL,50,B
412700,NULL,113,C
412725,35,35,B
412728,NULL,184,C
412752,107,107,B
412768,9,9,B
412796,39,39,B
412811,NULL,211,C
412816,7,7,B
412823,NULL,201,C
412868,0,0,B
412872,NULL,182,C
412881,38,38,B
412891,5,5,A
412905,71,71,B
412909,31,31,B
412914,141,141,B
412926,6,6,B
412971,22,22,A
412986,NULL,123,C
412988,NULL,129,C
413011,0,0,B
413030,2,2,B
413031,NULL,244,C
413034,20,20,A
413035,20,20,B
413036,29,29,A
413038,42,42,A
413039,32,32,A
413040,20,20,A
413047,NULL,174,C
413059,18,18,AA
413078,1,1,B
413100,13,13,A
413113,8,8,A
413119,NULL,80,C
413141,NULL,250,C
413148,48,48,B
413204,24,24,B
413206,0,0,A
413218,52,52,B
413246,23,23,B
413278,NULL,105,C
413301,10,10,B
413333,35,35,B
413349,53,53,B
413350,49,49,B
413355,NULL,214,C
413417,121,121,B
413422,NULL,247,C
413443,0,0,B
413447,NULL,144,B
413479,16,16,B
413484,NULL,45,B
413519,NULL,64,B
413539,NULL,168,C
413597,NULL,152,C
413628,NULL,130,C
413683,NULL,248,C
413705,14,14,B
413730,5,5,A
413732,88,88,B
413756,NULL,249,C
413757,22,22,B
413761,9,9,AA
413764,35,35,B
413765,NULL,62,C
413766,NULL,238,C
413774,30,30,B
413804,37,37,B
413814,NULL,59,B
413861,16,16,B
413872,NULL,204,C
413876,120,120,B
413882,NULL,238,C
413918,26,26,B
413939,196,196,B
413951,NULL,251,C
413956,32,32,B
413971,103,103,B
413988,8,8,B
414026,NULL,187,C
414059,0,0,B
414087,NULL,179,C
414099,28,28,A
414106,NULL,5,B
414262,5,5,B
414293,25,25,AA
414312,NULL,138,C
414393,NULL,139,C
414400,1,1,B
414418,NULL,98,B
414478,NULL,191,C
414509,0,0,A
414570,4,4,B
414632,85,85,B
414648,56,56,B
414654,NULL,83,C
414677,41,41,B
414688,17,17,B
414725,41,41,B
414730,NULL,248,C
414734,29,29,B
414762,3,3,A
414800,NULL,217,C
414804,NULL,236,C
414857,NULL,99,C
414893,103,103,B
414901,28,28,B
414907,NULL,95,C
414930,107,107,B
414939,NULL,236,C
414940,27,27,B
414964,104,104,B
414975,40,40,A
415012,NULL,175,C
415043,NULL,243,C
415045,NULL,23,C
415066,91,91,B
415081,0,0,B
415092,0,0,B
415111,NULL,151,B
415134,NULL,85,C
415148,153,153,B
415161,NULL,199,C
415163,NULL,129,B
415174,14,14,AA
415180,NULL,165,C
415186,NULL,229,C
415242,NULL,175,C
415301,NULL,13,B
415324,NULL,87,C
415335,NULL,150,C
415374,56,56,B
415445,198,198,B
415459,NULL,222,C
415476,NULL,47,C
415520,23,23,A
415521,29,29,B
415528,33,33,A
415552,43,43,B
415580,NULL,10,B
415596,0,0,B
415602,NULL,239,C
415607,220,220,B
415650,23,23,A
415672,111,111,B
415684,NULL,159,B
415695,109,109,B
415738,NULL,115,C
415762,NULL,96,C
415785,NULL,215,C
415792,26,26,AA
415799,133,133,B
415800,28,28,B
415805,NULL,94,C
415814,1,1,A
415818,8,8,B
415852,1,1,B
415854,75,75,B
415871,NULL,48,C
415922,27,27,B
415929,NULL,131,B
415945,43,43,B
415948,28,28,B
416013,40,40,A
416020,35,35,B
416035,NULL,108,C
416046,NULL,151,B
416048,9,9,B
416052,66,66,A
416064,28,28,A
416082,NULL,47,B
416119,NULL,190,C
416123,82,82,B
416183,5,5,A
416223,NULL,66,B
416238,NULL,166,C
416240,NULL,237,C
416256,0,0,A
416295,18,18,B
416328,NULL,139,C
416357,4,4,B
416373,NULL,86,C
416386,59,59,B
416419,48,48,B
416458,NULL,21,C
416472,NULL,207,C
416505,9,9,A
416543,7,7,AA
416554,103,103,B
416563,NULL,12,C
416566,NULL,52,B
416577,NULL,221,C
416580,NULL,30,C
416615,NULL,196,C
416647,104,104,B
416652,65,65,B
416653,2,2,B
416656,NULL,87,C
416660,4,4,B
416680,NULL,16,C
416701,NULL,86,C
416706,NULL,207,C
416722,1,1,AA
416730,NULL,240,C
416739,NULL,167,C
416747,18,18,A
416753,NULL,81,C
416754,127,127,B
416758,142,142,A
416761,NULL,80,C
416788,77,77,A
416795,NULL,187,C
416827,NULL,248,C
416830,4,4,B
416873,177,177,B
416886,NULL,241,C
416887,NULL,217,C
416910,NULL,92,C
416962,NULL,171,B
416965,87,87,B
416968,151,151,B
416990,82,82,B
417001,174,174,B
417016,NULL,173,C
417046,78,78,B
417050,NULL,235,C
417054,NULL,241,C
417056,42,42,B
417095,0,0,B
417096,7,7,AA
417097,NULL,135,B
417103,NULL,29,C
417111,NULL,223,C
417115,NULL,240,C
417148,NULL,191,C
417169,NULL,147,B
417197,NULL,203,C
417234,NULL,228,C
417243,NULL,244,C
417262,60,60,B
417273,55,55,B
417284,NULL,183,C
417293,NULL,230,C
417307,NULL,16,C
417357,NULL,5,C
417475,46,46,B
417495,NULL,220,C
417541,NULL,195,C
417597,NULL,74,C
417641,67,67,B
417647,NULL,236,C
417754,55,55,B
417782,2,2,B
418003,162,162,B
418004,12,12,B
418018,NULL,130,B
418071,NULL,193,C
418129,28,28,B
418187,24,24,B
418268,61,61,B
418425,1,1,A
418455,NULL,194,C
418497,NULL,130,B
418581,NULL,11,C
418628,NULL,227,C
418719,NULL,95,B
418823,55,55,B
418836,NULL,220,C
418853,77,77,B
419153,NULL,204,C
419222,NULL,101,C
419225,6,6,AA
419226,10,10,B
419252,28,28,B
419255,83,83,B
419264,56,56,B
419277,NULL,190,C
419285,NULL,247,C
419289,8,8,B
419292,0,0,B
419293,7,7,AA
419309,NULL,87,C
419312,NULL,247,C
419320,6,6,A
419330,11,11,B
419349,NULL,224,C
419357,NULL,169,C
419371,69,69,B
419377,NULL,6,B
419383,37,37,B
419395,44,44,B
419397,78,78,B
419398,29,29,B
419405,92,92,B
419450,NULL,152,B
419458,NULL,123,C
419486,95,95,B
419496,46,46,B
419497,24,24,B
419534,NULL,138,C
419553,NULL,241,C
419556,NULL,129,C
419576,109,109,B
419608,56,56,B
419613,105,105,B
419635,50,50,B
419636,57,57,B
419647,8,8,B
419658,NULL,169,C
419668,33,33,B
419669,3,3,AAA
419683,117,117,B
419695,64,64,B
419706,NULL,168,C
419720,84,84,B
419730,NULL,219,C
419736,NULL,246,C
419743,33,33,B
419775,124,124,B
419799,NULL,234,C
419811,29,29,B
419830,24,24,B
419834,6,6,B
419836,NULL,36,C
419844,NULL,174,C
419854,10,10,B
419860,80,80,B
419871,NULL,134,C
419899,29,29,B
419974,NULL,154,C
420004,30,30,A
420009,35,35,B
420023,67,67,B
420057,15,15,B
420059,192,192,B
420063,NULL,56,C
420085,NULL,229,C
420093,71,71,B
420109,3,3,B
420112,54,54,B
420127,NULL,47,C
420128,NULL,239,C
420144,15,15,B
420211,14,14,A
420251,NULL,11,C
420279,NULL,202,C
420292,NULL,167,C
420310,NULL,162,C
420322,NULL,240,C
420327,NULL,148,B
420333,21,21,B
420340,14,14,B
420341,27,27,A
420345,48,48,A
420355,4,4,B
420357,NULL,142,C
420365,NULL,73,C
420373,78,78,B
420388,NULL,178,C
420404,31,31,B
420407,80,80,B
420411,NULL,86,B
420413,NULL,230,C
420416,NULL,141,C
420429,7,7,B
420446,NULL,245,C
420456,72,72,B
420481,NULL,66,C
420527,9,9,A
420535,31,31,B
420559,NULL,240,C
420571,6,6,A
420586,13,13,B
420588,NULL,63,C
420591,18,18,B
420594,0,0,B
420602,NULL,130,C
420615,NULL,27,C
420618,NULL,246,C
420652,NULL,232,C
420663,12,12,B
420671,NULL,153,C
420679,153,153,B
420692,13,13,B
420693,1,1,B
420711,3,3,A
420736,15,15,B
420754,NULL,239,C
420767,36,36,B
420775,0,0,A
420781,27,27,B
420783,46,46,B
420792,89,89,B
420824,NULL,160,C
420830,NULL,134,C
420850,42,42,A
420868,90,90,B
420869,NULL,127,B
420886,48,48,B
420892,NULL,200,C
420895,NULL,212,C
420931,NULL,102,C
420965,7,7,A
421000,NULL,39,C
421010,83,83,B
421019,115,115,B
421042,1,1,A
421055,NULL,187,C
